4554857727453019050*~(x|5148131303079159687) + 4554857727453019050*~(x|~5148131303079159687) + 13891886349992469251*~x,  3735936685*~x
15648123759359747727*~x + 15648123755623811042*x + 15648123755623811042,  3735936685*~x
14084860540417831738*~x + 9722976999654238490*(x&5508260945028756073) + 4361883537027656563*~(x^5508260945028756073) + 4361883537027656563*5508260945028756073,  3735936685*~x
15622496137144400317*~x + 15622496133408463632*(x&8769694534661657165) + 2824247940301087984*~(x&~8769694534661657165),  3735936685*~x
12294698968365797452*(x&~160432311693527451) + 12294698972101734137*~x + 6152045105343754164*~(x&160432311693527451),  3735936685*~x
5853517665671354884*~(x|8753430805282461812) + 5853517665671354884*~(x|~8753430805282461812) + 12593226411774133417*~x,  3735936685*~x
8908244877802075198*~x + 8908244874066138513*x + 8908244874066138513,  3735936685*~x
14619427788626322514*~x + 14619427784890385829*x + 14619427784890385829,  3735936685*~x
6144061221160668190*~x + 6144061217424731505*x + 6144061217424731505,  3735936685*~x
14041446985522471939*~x + 9636149889863518892*x + 4405297091923016362*(x|~6835275868468523077) + 4405297091923016362*(x|6835275868468523077),  3735936685*~x
944052467760590945*~x + 17502691609684897356*(x^1613543842501498217) + 17502691609684897356*~(x&~1613543842501498217) + 944052464024654260*(x|1613543842501498217),  3735936685*~x
16172226535555858035*(x&~1300658710578819912) + 16172226539291794720*~x + 2274517538153693581*~(x&1300658710578819912),  3735936685*~x
3419343652301382827*(x&~989718531751957529) + 3419343656037319512*~(x|~989718531751957529) + 15027400417672232104*(x^989718531751957529) + 3735936685*~(x&989718531751957529),  3735936685*~x
3735936685*~x + 17553998642555355189*~(x&813462197581525427) + 17553998642555355189*(x&813462197581525427) + 17553998642555355189,  3735936685*~x
508403859870910246*(x&~987187011986941410) + 508403863606846931*~x + 17938340213838641370*~(x&987187011986941410),  3735936685*~x
11815090117836881584*~(x|4019432106853104927) + 11815090117836881584*~(x|~4019432106853104927) + 6631653959608606717*~x,  3735936685*~x
586598830146101108*~x + 586598826410164423*x + 586598826410164423,  3735936685*~x
16770266097179435425*(x&5125065310364048705) + 1676477972794179506*x + 1676477976530116191*~(x&~5125065310364048705) + 1676477972794179506,  3735936685*~x
13019855959220178831*~(x|7589812445877931765) + 18446744069973614931*(x&7589812445877931765) + 13019855959220178831*7589812445877931765 + 5426888118225309470*~(x&~7589812445877931765),  3735936685*~x
18446744066237678246*(x^76958101479082237) + 7471873370*~(x&76958101479082237) + 18446744069973614931*~(x^76958101479082237) + 3735936685*76958101479082237,  3735936685*~x
8102075354482676668*~(x|2970823533843378064) + 8102075354482676668*~(x|~2970823533843378064) + 10344668722962811633*~x,  3735936685*~x
5688232651738079661*~(x&4229056374690303564) + 5688232651738079661*(x&4229056374690303564) + 18446744069973614931*x + 5688232648002142976,  3735936685*~x
8586540911410517024*~x + 8586540907674580339*(x&3135692986121543135) + 9860203166034971277*~(x&~3135692986121543135),  3735936685*~x
17916664292873492606*~(x|~963965053895566585) + 18446744069973614931*x + 17916664292873492606*(x|~963965053895566585) + 17916664289137555921,  3735936685*~x
2288626681150506782*(x&~2777310336145931589) + 2288626684886443467*~x + 16158117392559044834*~(x&2777310336145931589),  3735936685*~x
3735936685*~(x|1626512046297160267) + 7128604822717805492*~(x|~1626512046297160267) + 7128604818981868807*(x|~1626512046297160267) + 7128604818981868807,  3735936685*~x
18446744069973614931*(x^3618146532406534226) + 3735936685*~(x&3618146532406534226) + 18446744069973614931*(x&3618146532406534226) + 3735936685*3618146532406534226,  3735936685*~x
10386914454443470719*~(x|8508818901482840921) + 10386914454443470719*~(x|~8508818901482840921) + 8059829623002017582*~x,  3735936685*~x
8340016028810936960*~x + 8340016025075000275*(x&1254126505484653640) + 10106728048634551341*~(x&~1254126505484653640),  3735936685*~x
12254337379421667185*~(x|9080798883790777513) + 3735936685*~x + 12254337379421667185*(x&9080798883790777513) + 6192406694287884431*~(x^9080798883790777513),  3735936685*~x
15759463241499436964*(x&~4991107090594362366) + 3735936685*~(x&4991107090594362366) + 15759463245235373649*~(x&~4991107090594362366) + 15759463245235373649,  3735936685*~x
7247873343548025008*~x + 7247873339812088323*(x&8017433200911772565) + 11198870733897463293*~(x&~8017433200911772565),  3735936685*~x
5946357650050422705*(x&~4374132311665937040) + 3735936685*~(x&4374132311665937040) + 5946357653786359390*(x&4374132311665937040) + 12500386419923192226*x,  3735936685*~x
1412272608112631791*~(x|2926606885326659808) + 17034471473068793195*~(x|~2926606885326659808) + 17034471469332856510*~(x^2926606885326659808) + 1412272604376695106*2926606885326659808,  3735936685*~x
8370759836047956478*~(x|5246483428334964319) + 8370759832312019793*(x&~5246483428334964319) + 8370759836047956478*~(x|~5246483428334964319) + 10075984241397531823*~(x&5246483428334964319),  3735936685*~x
10062487280217349722*~9216870556547378672 + 18446744069973614931*x + 10062487280217349722*9216870556547378672 + 10062487276481413037,  3735936685*~x
18423011627163630313*~(x|2583803120029627101) + 3735936685*~x + 18423011627163630313*x + 23732446545921303*(x|~2583803120029627101),  3735936685*~x
9824668192798408270*~(x|3996188591058956595) + 9824668192798408270*~(x|~3996188591058956595) + 8622075884647080031*~x,  3735936685*~x
16490451010877820604*~(x|5949604314122672185) + 16490451010877820604*~(x|~5949604314122672185) + 1956293066567667697*~x,  3735936685*~x
14068450682913496237*~x + 4378293394531992064*~(x&1527443504129892479) + 4378293394531992064*~(x^1527443504129892479) + 14068450679177559552*(x|~1527443504129892479),  3735936685*~x
10316843513549419670*~(x|4880578898506804003) + 3735936685*~(x|~4880578898506804003) + 10316843509813482985*4880578898506804003 + 8129900563896068631*~(x&~4880578898506804003),  3735936685*~x
10009857197180137327*~(x|3779703808441469633) + 10009857197180137327*~(x|~3779703808441469633) + 8436886880265350974*~x,  3735936685*~x
5092870566410689576*~(x|5307580693610176065) + 15900308794240143513*~x + 15900308790504206828*(x|~5307580693610176065) + 2546435283205344788*(x|5307580693610176065),  3735936685*~x
7051608282212238942*~x + 7051608278476302257*x + 7051608278476302257,  3735936685*~x
1604179119365661357*(x&~4218557539403849131) + 1604179123101598042*~x + 16842564954343890259*~(x&4218557539403849131),  3735936685*~x
3735936685*~(x|1764769533140382887) + 9290613412058646737*~(x|~1764769533140382887) + 9290613408322710052*(x&1764769533140382887) + 9156130665386841564*1764769533140382887,  3735936685*~x
12502235584835573724*(x&~7941018320791625532) + 12502235588571510409*~x + 5944508488873977892*~(x&7941018320791625532),  3735936685*~x
16419949114147455439*(x&~4642806500251867980) + 3735936685*~(x&4642806500251867980) + 16419949117883392124*~(x^4642806500251867980) + 2026794955826159492*(x|~4642806500251867980),  3735936685*~x
11478231647857907260*~(x|5966475228038101980) + 6968512425851644356*~5966475228038101980 + 6968512429587581041*~x + 11478231647857907260*~(x&5966475228038101980),  3735936685*~x
5732006570921891904*~(x|~8299701254533606628) + 15580740791984542349*~x + 2866003285460945952*~(x^8299701254533606628) + 15580740788248605664*8299701254533606628,  3735936685*~x
13823422558328207395*(x&~7514671913074968786) + 3735936685*~(x&7514671913074968786) + 13823422562064144080*~(x^7514671913074968786) + 4623321511645407536*(x|~7514671913074968786),  3735936685*~x
7568439475088534910*~x + 7568439471352598225*(x&747183647863120782) + 10878304602356953391*~(x&~747183647863120782),  3735936685*~x
14370824563813830462*~(x|1531223649157790821) + 14370824563813830462*~(x|~1531223649157790821) + 4075919513631657839*~x,  3735936685*~x
4095323464684336669*(x&~4876859151989002083) + 14351420609025214947*~(x&4876859151989002083) + 14351420605289278262*x + 14351420605289278262,  3735936685*~x
7635910890311970752*~(x|~5504578152710918911) + 5405416595434727117*~x + 13041327482010761184*(x|~5504578152710918911) + 5405416591698790432*(x|5504578152710918911),  3735936685*~x
16322658129068569746*~2272334834992641791 + 18446744069973614931*x + 16322658129068569746*2272334834992641791 + 16322658125332633061,  3735936685*~x
10227681736478502176*(x&7475463144311448015) + 8219062333495112755*x + 8219062337231049440*~(x&~7475463144311448015) + 8219062333495112755,  3735936685*~x
9250393464849324235*~1991767524788613249 + 9250393464849324235*~(x|~1991767524788613249) + 3735936685*~x + 9196350608860227381*~(x&1991767524788613249),  3735936685*~x
1334143120291489306*(x&~4879020533507923242) + 3735936685*~(x&4879020533507923242) + 1334143124027425991*(x&4879020533507923242) + 17112600949682125625*x,  3735936685*~x
9006408089998887386*~x + 9006408086262950701*x + 9006408086262950701,  3735936685*~x
1552125921695443449*~x + 3104251835919013528*(x&1977143909952815869) + 16894618155750044852*~(x^1977143909952815869) + 16894618155750044852*1977143909952815869,  3735936685*~x
5677712229234954269*~(x|3636816067910709577) + 3735936685*~x + 5677712229234954269*(x|3636816067910709577) + 5677712229234954269,  3735936685*~x
6528575469299044928*(x&~3947947630427839343) + 18446744069973614931*(x&3947947630427839343) + 6528575473034981613*~(x&~3947947630427839343) + 6528575469299044928,  3735936685*~x
4166086054562075219*~(x|7870183862612583636) + 4166086047090201849*(x&7870183862612583636) + 14280658022883413082*~(x^7870183862612583636) + 3735936685*7870183862612583636,  3735936685*~x
9398503646360391111*~(x&756944753611799410) + 9398503646360391111*(x&756944753611799410) + 18446744069973614931*x + 9398503642624454426,  3735936685*~x
15930267246473719860*~x + 15930267242737783175*(x&7787569640948016775) + 2516476830971768441*~(x&~7787569640948016775),  3735936685*~x
2430705527975179950*~x + 2430705524239243265*x + 2430705524239243265,  3735936685*~x
2149634017491172838*~(x|~8521797630154178300) + 2149634013755236153*(x&8521797630154178300) + 16297110056218378778*8521797630154178300 + 3735936685*~(x&~8521797630154178300),  3735936685*~x
13211805887111055370*~x + 13211805883375118685*(x&6385847068262348118) + 5234938190334432931*~(x&~6385847068262348118),  3735936685*~x
3735936685*~(x|7877134601995975) + 16668443845940156994*(x&~7877134601995975) + 16668443849676093679*~(x|~7877134601995975) + 1778300227769394622*(x^7877134601995975),  3735936685*~x
3724734827961432882*~(x|4748229112851303919) + 3735936685*~x + 3724734827961432882*(x|4748229112851303919) + 3724734827961432882,  3735936685*~x
11046612417481136528*~x + 3646480753780848070*(x&346436860120204266) + 7400131659964351773*~(x^346436860120204266) + 7400131659964351773*346436860120204266,  3735936685*~x
3735936685*~x + 2000260138133665207*~(x&5393452955961665822) + 2000260138133665207*(x&5393452955961665822) + 2000260138133665207,  3735936685*~x
18232686242032326736*~x + 18232686238296390051*x + 18232686238296390051,  3735936685*~x
18446744069973614931*(x^1212951230041496961) + 18446744066237678246*(x&1212951230041496961) + 3735936685*1212951230041496961 + 18446744069973614931,  3735936685*~x
12613751830239324106*~(x|~2678890256752766000) + 12139868162325826248*~x + 6306875915119662053*(x|~2678890256752766000) + 12139868158589889563*(x|2678890256752766000),  3735936685*~x
14138169004034286582*~(x|1777926342814541403) + 11377659571692408325*~1777926342814541403 + 11377659575428345010*~x + 7069084502017143291*(x^1777926342814541403),  3735936685*~x
5721725764380326862*~(x|6036824511090558633) + 5721725760644390177*(x&6036824511090558633) + 12725018309329224754*~(x^6036824511090558633) + 3735936685*~(x&~6036824511090558633),  3735936685*~x
9405024140078169183*~(x|5040106239812332349) + 9405024140078169183*~(x|~5040106239812332349) + 9041719937367319118*~x,  3735936685*~x
4101973418535599307*(x&~3665991857298307527) + 14344770658909888994*~x + 14344770655173952309*x + 4101973418535599307*~(x&~3665991857298307527),  3735936685*~x
7471873370*~(x|~6364234434131704761) + 18446744069973614931*(x^6364234434131704761) + 18446744069973614931*(x&6364234434131704761) + 3735936685*(x|~6364234434131704761),  3735936685*~x
10527264647706826054*~x + 10527264643970889369*x + 10527264643970889369,  3735936685*~x
1034453296443099582*~(x|8641092026140882790) + 1034453296443099582*~(x|~8641092026140882790) + 17412290781002388719*~x,  3735936685*~x
6500426037603430971*~(x|4438861558716774194) + 11946318036106120645*~4438861558716774194 + 11946318039842057330*~x + 6500426037603430971*~(x&4438861558716774194),  3735936685*~x
3735936685*~(x|1846004085935697579) + 16688740775202475503*~(x|~1846004085935697579) + 16688740771466538818*x + 1758003302243012798*(x|1846004085935697579),  3735936685*~x
9290176684359136240*~x + 9290176680623199555*(x&502010856518468074) + 9156567393086352061*~(x&~502010856518468074),  3735936685*~x
9875916326072357608*~(x|472570217944398294) + 13508785910673372812*~472570217944398294 + 13508785914409309497*~x + 4937958163036178804*(x^472570217944398294),  3735936685*~x
6325414093593111719*~(x|~6707885194731814210) + 6325414086121238349*(x&6707885194731814210) + 3735936685*~(x^6707885194731814210) + 12121329983852376582*6707885194731814210,  3735936685*~x
6378136825268934961*~x + 6378136821532998276*(x&4368163727660002778) + 12068607252176553340*~(x&~4368163727660002778),  3735936685*~x
13921320673211457075*(x&~2736401076878157653) + 3735936685*~2736401076878157653 + 13921320680683330445*~(x|~2736401076878157653) + 4525423396762157856*(x^2736401076878157653),  3735936685*~x
3735936685*~(x|9154892698002934040) + 3735936685*~9154892698002934040 + 18446744069973614931*(x|~9154892698002934040) + 3735936685*9154892698002934040,  3735936685*~x
14936891523508772512*(x^62532027531544442) + 14936891519772835827*(x&62532027531544442) + 3735936685*~(x&~62532027531544442) + 3509852550200779104*(x|62532027531544442),  3735936685*~x
12906296783511737584*~(x|~5837534247026540472) + 2770223648834843701*~x + 15676520428610644600*(x|~5837534247026540472) + 2770223645098907016*(x|5837534247026540472),  3735936685*~x
7921711037402666369*~x + 7921711033666729684*x + 7921711033666729684,  3735936685*~x
14788222216776585144*~(x|~3465006998965576560) + 3735936685*~x + 14788222216776585144*(x|~3465006998965576560) + 14788222216776585144,  3735936685*~x
4905004384925183130*~(x|6701212395128373457) + 18446744069973614931*(x&6701212395128373457) + 4905004384925183130*6701212395128373457 + 13541739692520305171*~(x&~6701212395128373457),  3735936685*~x
11734842061803655626*~(x|2498373439327479642) + 6711902015641832675*~2498373439327479642 + 6711902019377769360*~(x|~2498373439327479642) + 11734842058067718941*(x^2498373439327479642),  3735936685*~x
18446744069973614931*(x&~5643373062267559159) + 15696091558567069968*~5643373062267559159 + 15696091558567069968*~(x|~5643373062267559159) + 2750652518878418333*~(x&5643373062267559159),  3735936685*~x
59504301496893690*(x&~5326432337676029026) + 59504305232830375*~x + 18387239772212657926*~(x&5326432337676029026),  3735936685*~x
5634654485190350458*~(x|8413672413521157741) + 5634654477718477088*(x&~8413672413521157741) + 12812089592255137843*~8413672413521157741 + 3735936685*(x^8413672413521157741),  3735936685*~x
270704351269979430*~(x|~3509120267750870868) + 18176039726175508871*~x + 18176039722439572186*(x^3509120267750870868) + 270704351269979430*~(x&3509120267750870868),  3735936685*~x
14667372929440395711*~x + 3779371148005092590*~(x&8778638493816839139) + 3779371148005092590*(x&8778638493816839139) + 14667372925704459026*x,  3735936685*~x
9227570930612305061*~(x|8375388402429758172) + 9219173146833183240*~x + 9219173143097246555*x + 9227570930612305061*(x|8375388402429758172),  3735936685*~x
16812946622573452138*~(x|~702377411920328503) + 18446744069973614931*(x&702377411920328503) + 16812946622573452138*~(x^702377411920328503) + 1633797454872036163*~(x&~702377411920328503),  3735936685*~x
2736095300091194360*(x&~1912722701521421153) + 15710648773618357256*~(x&1912722701521421153) + 15710648769882420571*(x&1912722701521421153) + 2736095303827131045*~(x&~1912722701521421153),  3735936685*~x
3735936685*~(x|4332503492900691336) + 5996720924402381220*~(x|~4332503492900691336) + 5996720920666444535*(x&4332503492900691336) + 12450023153043107081*4332503492900691336,  3735936685*~x
4958231639934190473*~x + 13488512437511297828*(x^7010620954009967121) + 13488512437511297828*~(x&~7010620954009967121) + 4958231636198253788*(x|7010620954009967121),  3735936685*~x
2419389923035020928*~(x|601159134997141745) + 3735936685*~x + 2419389923035020928*(x^601159134997141745) + 16027354150674530688*~(x&601159134997141745),  3735936685*~x
9132459918333020655*~x + 9132459914597083970*x + 9132459914597083970,  3735936685*~x
9686892419715138961*~(x|~8743888982264432646) + 8759851657730349340*~x + 8759851653994412655*(x|8743888982264432646) + 8759851653994412655,  3735936685*~x
10024915020165733997*~x + 10024915016429797312*~(x^2036917106237929287) + 10024915016429797312*2036917106237929287 + 16843658114559508608*~(x&~2036917106237929287),  3735936685*~x
6666533784464849281*~(x|~7309567835950471468) + 11780210292980639020*~x + 11780210289244702335*x + 6666533784464849281*(x|~7309567835950471468),  3735936685*~x
8494380464768455294*(x&~7872549189712539269) + 8494380461032518609*(x&7872549189712539269) + 9952363608941096322*x + 3735936685*~(x&~7872549189712539269),  3735936685*~x
10361803801112780220*~(x|3137840001032536070) + 10361803801112780220*~(x|~3137840001032536070) + 8084940276332708081*~x,  3735936685*~x
15012906539742481402*~(x|1661428581809961550) + 18446744069973614931*(x&~1661428581809961550) + 15012906539742481402*(x^1661428581809961550) + 3433837537703006899*~(x&1661428581809961550),  3735936685*~x
11866084838541946258*~(x|~6366194785991171067) + 6580659238903542043*~x + 6580659235167605358*(x&6366194785991171067) + 11866084838541946258*~(x^6366194785991171067),  3735936685*~x
14434591398893745707*~(x|9149996865673335500) + 3735936685*~(x|~9149996865673335500) + 14434591395157809022*(x^9149996865673335500) + 4012152678551742594*~(x&9149996865673335500),  3735936685*~x
16524560957809074253*(x&~630400377156624173) + 16524560957809074253*~(x|~630400377156624173) + 3735936685*~x + 1922183115900477363*(x^630400377156624173),  3735936685*~x
684296046429958607*~(x|2935669679522687958) + 684296046429958607*~(x|~2935669679522687958) + 17762448031015529694*~x,  3735936685*~x
15883626712297490235*~x + 15883626708561553550*(x&8303044798036793444) + 2563117365147998066*~(x&~8303044798036793444),  3735936685*~x
6197949956917450289*~(x|8085896377482556151) + 18446744069973614931*(x&8085896377482556151) + 6197949956917450289*8085896377482556151 + 12248794120528038012*~(x&~8085896377482556151),  3735936685*~x
16519966899972484781*(x&~2264527079699157630) + 16519966903708421466*~x + 1926777173737066835*~(x&2264527079699157630),  3735936685*~x
16499465778867567641*~(x|4091110494073387740) + 16499465775131630956*(x&~4091110494073387740) + 16499465778867567641*~(x|~4091110494073387740) + 1947278298577920660*~(x&4091110494073387740),  3735936685*~x
16763466201430462370*(x&~3250140066084822461) + 16763466205166399055*~x + 1683277872279089246*~(x&3250140066084822461),  3735936685*~x
107534097597302053*~(x|5203143027430855180) + 18339209983584122933*~(x|~5203143027430855180) + 18339209979848186248*~(x^5203143027430855180) + 107534093861365368*5203143027430855180,  3735936685*~x
9569267235304554071*(x&~4638492924859741683) + 9569267239040490756*~x + 8877476838404997545*~(x&4638492924859741683),  3735936685*~x
14360454136212977971*~x + 14360454132477041286*(x&5401979803958537363) + 4086289941232510330*~(x&~5401979803958537363),  3735936685*~x
5436498215349445937*~(x|2010820011016897592) + 5436498215349445937*~(x|~2010820011016897592) + 13010245862096042364*~x,  3735936685*~x
3735936685*(x&~3482692005626371174) + 7471873370*~(x|~3482692005626371174) + 3735936685*~(x^3482692005626371174) + 18446744069973614931*(x|3482692005626371174),  3735936685*~x
11437401338081553438*~(x|4847675296440399116) + 11437401338081553438*~(x|~4847675296440399116) + 7009342739363934863*~x,  3735936685*~x
1009070213651272659*~(x|1842923738754971241) + 3735936685*~(x|~1842923738754971241) + 1009070209915335974*x + 17437673863794215642*(x|~1842923738754971241),  3735936685*~x
16109862772918451679*~(x|3177268515709564813) + 16109862765446578309*(x&~3177268515709564813) + 2336881304527036622*~3177268515709564813 + 3735936685*(x^3177268515709564813),  3735936685*~x
13637426581597732688*(x&~9059800501417704111) + 13637426585333669373*~x + 4809317492111818928*~(x&9059800501417704111),  3735936685*~x
14746782369962230659*~x + 14746782366226293974*x + 14746782366226293974,  3735936685*~x
5945114409811765542*~(x|6228356378613108133) + 3735936685*~x + 5945114409811765542*6228356378613108133 + 12501629663897786074*~(x&~6228356378613108133),  3735936685*~x
11090695856044922487*(x&~6823637518063529836) + 3735936685*~(x&6823637518063529836) + 11090695859780859172*(x&6823637518063529836) + 7356048213928692444*x,  3735936685*~x
7198080939745674696*~(x|1219574376301919434) + 7198080939745674696*~(x|~1219574376301919434) + 11248663137699813605*~x,  3735936685*~x
17544082892531924593*~(x|5775119442093635576) + 3735936685*~(x|~5775119442093635576) + 17544082888795987908*5775119442093635576 + 902661184913563708*~(x&~5775119442093635576),  3735936685*~x
17021415909515636460*~5132439367928965985 + 17021415913251573145*~x + 17021415909515636460*(x^5132439367928965985) + 2850656328387830312*~(x&5132439367928965985),  3735936685*~x
9227440752153469492*~(x|74768591605270449) + 9227440752153469492*~(x|~74768591605270449) + 9219303325292018809*~x,  3735936685*~x
14181545129761031801*~x + 14181545126025095116*x + 14181545126025095116,  3735936685*~x
7395340797695007373*~6335158677720332968 + 7395340801430944058*~(x|~6335158677720332968) + 18446744069973614931*(x^6335158677720332968) + 11051403279750480928*~(x&6335158677720332968),  3735936685*~x
10734166252261012418*~(x|2972475506402385094) + 3735936685*~x + 10734166252261012418*x + 7712577821448539198*(x|~2972475506402385094),  3735936685*~x
8613247324777434618*~(x|7842690954684163943) + 3735936685*~(x|~7842690954684163943) + 8613247321041497933*(x^7842690954684163943) + 9833496752668053683*~(x&7842690954684163943),  3735936685*~x
591459257583995241*~(x&86062829270902478) + 591459253848058556*(x&86062829270902478) + 3735936685*~(x&~86062829270902478) + 591459257583995241,  3735936685*~x
12157381824635863566*~x + 6289362252809624735*~(x&5892228866450989003) + 6289362252809624735*(x&5892228866450989003) + 12157381820899926881*x,  3735936685*~x
14714875405784445666*~x + 10983006730387466346*(x&4497322634000325587) + 3731868671661042635*~(x^4497322634000325587) + 3731868671661042635*4497322634000325587,  3735936685*~x
10739447076479806762*~x + 10739447072743870077*(x&5379855336349648743) + 7707297000965681539*~(x&~5379855336349648743),  3735936685*~x
13501092370861164705*(x&~1970851262546319513) + 13501092374597101390*~x + 4945651702848386911*~(x&1970851262546319513),  3735936685*~x
242643382015682947*~(x|7489649464143344288) + 18204100699165742039*~(x|~7489649464143344288) + 18204100695429805354*~(x^7489649464143344288) + 242643378279746262*7489649464143344288,  3735936685*~x
10863277707275905847*~x + 10863277703539969162*(x&2175713449802919412) + 7583466370169582454*~(x&~2175713449802919412),  3735936685*~x
12052768144652701967*~(x|5209459092158300362) + 6393975936528723019*~(x|~5209459092158300362) + 6393975932792786334*(x|~5209459092158300362) + 12052768140916765282*(x|5209459092158300362),  3735936685*~x
2567890578087630035*~(x|~4145854547913001277) + 3735936685*~x + 2567890578087630035*(x|~4145854547913001277) + 2567890578087630035,  3735936685*~x
12110747493059639256*(x&~4395044580302268171) + 6335996576913975675*~4395044580302268171 + 6335996576913975675*(x^4395044580302268171) + 12110747500531512626*~(x&4395044580302268171),  3735936685*~x
8703685137881810544*(x&~7654103361485803000) + 8703685141617747229*~x + 9743058935827741072*~(x&7654103361485803000),  3735936685*~x
7845430634703640946*(x&~2471073393037316412) + 7845430638439577631*~x + 10601313439005910670*~(x&2471073393037316412),  3735936685*~x
7533844584031522940*~1850519594327462676 + 7533844584031522940*~(x|~1850519594327462676) + 3735936685*~x + 10912899489678028676*~(x&1850519594327462676),  3735936685*~x
2385130500555018614*~(x|4956776553937437357) + 17254178827167978994*~x + 17254178823432042309*(x|~4956776553937437357) + 1192565250277509307*(x|4956776553937437357),  3735936685*~x
16691907417804594360*~(x|3107189435528787067) + 16691907417804594360*~(x|~3107189435528787067) + 1754836659640893941*~x,  3735936685*~x
4744333432836793122*~(x|~7048368751488094044) + 13702410644608695179*~x + 13702410640872758494*x + 4744333432836793122*(x|~7048368751488094044),  3735936685*~x
7886730762643234000*(x&2876411264958587501) + 10560013307330380931*~(x^2876411264958587501) + 10560013307330380931*2876411264958587501 + 7886730770115107370*~(x&~2876411264958587501),  3735936685*~x
1939434169029335413*~(x|~278123820619109425) + 18446744069973614931*x + 1939434169029335413*(x|~278123820619109425) + 1939434165293398728,  3735936685*~x
3968101537716955498*~x + 3968101533981018813*(x&1367835843305238644) + 14478642539728532803*~(x&~1367835843305238644),  3735936685*~x
7728093972855700933*~(x|965098202668121849) + 7728093972855700933*~(x|~965098202668121849) + 10718650104589787368*~x,  3735936685*~x
9150917921578666354*(x&~5615131458614819784) + 3735936685*~(x&5615131458614819784) + 9150917925314603039*~(x&~5615131458614819784) + 9150917925314603039,  3735936685*~x
1562799351237445848*(x&~6485506237602072968) + 3735936685*~(x&6485506237602072968) + 1562799354973382533*(x&6485506237602072968) + 16883944718736169083*x,  3735936685*~x
18446744069973614931*~(x^1885054153785829368) + 18446744066237678246*x + 7471873370*(x|~1885054153785829368) + 3735936685*1885054153785829368,  3735936685*~x
12168024120820919702*~x + 6278719956624568599*(x^5622377108369008153) + 6278719956624568599*~(x^5622377108369008153) + 12168024117084983017*x,  3735936685*~x
3913616053158436580*(x&~4753016205716511028) + 3913616056894373265*~(x|~4753016205716511028) + 14533128016815178351*(x^4753016205716511028) + 3735936685*~(x&4753016205716511028),  3735936685*~x
7156250311344602744*~(x|3219967211897312487) + 7156250311344602744*~(x|~3219967211897312487) + 7156250307608666059*x + 7156250307608666059,  3735936685*~x
6253172132955772818*~(x|8402844860502058250) + 6096785974112826084*~x + 6096785970376889399*~(x^8402844860502058250) + 12349958103332662217*8402844860502058250,  3735936685*~x
3735936685*~x + 18397088749637711317*(x^6679962978391564011) + 18397088749637711317*(x&6679962978391564011) + 49655324071840299*(x|6679962978391564011),  3735936685*~x
3717089361968091418*~x + 3717089358232154733*x + 3717089358232154733,  3735936685*~x
14852116609315460451*~(x|3281755122557285740) + 3735936685*~x + 14852116609315460451*(x&3281755122557285740) + 3594627464394091165*~(x^3281755122557285740),  3735936685*~x
18068396183880501134*(x&~6671577476881351196) + 18068396187616437819*~x + 378347889829050482*~(x&6671577476881351196),  3735936685*~x
12511055924201409331*~(x|8150478220914284062) + 3735936685*~(x|~8150478220914284062) + 12511055920465472646*(x&8150478220914284062) + 5935688153244078970*~(x^8150478220914284062),  3735936685*~x
7471873370*(x&~2564387278898806113) + 3735936685*~(x^2564387278898806113) + 18446744066237678246*x + 3735936685*2564387278898806113,  3735936685*~x
11441543823229081511*~x + 7005200254216406790*~(x&2557884999321201137) + 7005200254216406790*2557884999321201137 + 11441543819493144826*(x|2557884999321201137),  3735936685*~x
15623456071935536586*~x + 15623456068199599901*x + 15623456068199599901,  3735936685*~x
6398462012777217004*~x + 6398462009041280319*(x&8440929450652618071) + 12048282064668271297*~(x&~8440929450652618071),  3735936685*~x
3505094110440148052*~x + 3505094106704211367*(x&7290954025047907650) + 14941649967005340249*~(x&~7290954025047907650),  3735936685*~x
16853926448051431128*~(x|8541001245878022875) + 16853926440579557758*x + 1592817629394057173*(x|~8541001245878022875) + 3735936685*(x|8541001245878022875),  3735936685*~x
9515240527576256749*~x + 9515240523840320064*(x&5817922420883716970) + 8931503549869231552*~(x&~5817922420883716970),  3735936685*~x
2681853433384613128*~(x|4066746090680149836) + 2681853429648676443*(x&4066746090680149836) + 15764890640324938488*~(x^4066746090680149836) + 3735936685*~(x&~4066746090680149836),  3735936685*~x
10925777702522034270*~(x|2175270055284889878) + 3735936685*~x + 10925777702522034270*x + 7520966371187517346*(x|~2175270055284889878),  3735936685*~x
6607552895934644336*~x + 6607552892198707651*x + 6607552892198707651,  3735936685*~x
8520031136286482458*~x + 9926712941159005843*~(x&4305994097110281127) + 9926712941159005843*(x&4305994097110281127) + 8520031132550545773*x,  3735936685*~x
1013706748720223625*~(x|2529729304576628112) + 1013706748720223625*~(x|~2529729304576628112) + 17433037328725264676*~x,  3735936685*~x
5120463866350034236*~7454028859176531141 + 5120463870085970921*~x + 5120463866350034236*(x^7454028859176531141) + 8205816341009483144*~(x&7454028859176531141),  3735936685*~x
5985343017683043928*~(x|6127010459106786658) + 3735936685*~x + 5985343017683043928*x + 12461401056026507688*(x|~6127010459106786658),  3735936685*~x
17090403596341443212*~x + 15734063111501461438*x + 1356340481104045089*(x|~4739742636996627658) + 1356340481104045089*(x|4739742636996627658),  3735936685*~x
15291361556713656508*(x&~7806635933931355081) + 15291361560449593193*~x + 3155382516995895108*~(x&7806635933931355081),  3735936685*~x
