49374*(x&~5148131303079159687) + 18446744073709502242*~(x&5148131303079159687) + 3735887311*x,  49374 + 3735936685*x
3735887311*(x&~8077477145880793509) + 3735986059*(x&8077477145880793509) + 18446744073709502242*~(x^8077477145880793509) + 18446744073709502242*8077477145880793509,  49374 + 3735936685*x
98748*(x&8133265130259478126) + 18446744073709502242*~(x^8133265130259478126) + 3735887311*x + 18446744073709502242*8133265130259478126,  49374 + 3735936685*x
16222445694721307795*~(x|1871319527771227964) + 10335521224480904689*~x + 10335521228216841374*(x|~1871319527771227964) + 8111222849228597553*(x|1871319527771227964),  49374 + 3735936685*x
7471774622*(x&~5520806564985829789) + 18446744069973664305*~5520806564985829789 + 18446744073709502242*~x + 3735887311*~(x^5520806564985829789),  49374 + 3735936685*x
14708283968411032441*~2845800419284739585 + 18446744069973614931*~x + 14708283968411032441*2845800419284739585 + 14708283964675145130,  49374 + 3735936685*x
596614982465821029*~(x&1131765136488960814) + 596614986201757714*(x&1131765136488960814) + 18446744069973614931*~(x&~1131765136488960814) + 596614978729933718,  49374 + 3735936685*x
18446744073709502242*~(x|8700762506695785354) + 3735936685*(x&8700762506695785354) + 18446744069973614931*8700762506695785354 + 3735887311*(x|8700762506695785354),  49374 + 3735936685*x
18446744073709502242*~3256863726026310656 + 18446744069973565557*~(x|~3256863726026310656) + 18446744073709502242*(x&3256863726026310656) + 3735936685*(x|3256863726026310656),  49374 + 3735936685*x
3735887311*~(x&3074314057629170651) + 7471823996*~(x^3074314057629170651) + 7471823996*3074314057629170651 + 18446744062501790935*~(x&~3074314057629170651),  49374 + 3735936685*x
2455628950581924943*~x + 2455628954317861628*x + 2455628950581974317,  49374 + 3735936685*x
18320399994351493670*~(x|~566350040084085079) + 18446744073709502242*~x + 18320399998087380981*x + 126344079358057946*(x|566350040084085079),  49374 + 3735936685*x
12694688883752457511*~(x|~7935173881033836004) + 5752055189957044731*~x + 5752055193692981416*x + 12694688883752457511*(x|~7935173881033836004),  49374 + 3735936685*x
18085342541116062956*~(x|3630321144791541177) + 18446744073709502242*~x + 18085342544851950267*x + 361401532593488660*(x|~3630321144791541177),  49374 + 3735936685*x
110900048113716306*~(x|6473943977978876196) + 3735936685*x + 110900048113716306*(x|6473943977978876196) + 110900048113765680,  49374 + 3735936685*x
7471774622*~(x|6072233371346657004) + 18446744066237727620*~x + 3735887311*(x^6072233371346657004) + 3735887311*6072233371346657004,  49374 + 3735936685*x
49374*~(x^1231142149966393592) + 3735887311*x + 49374*1231142149966393592 + 18446744073709452868*~(x&~1231142149966393592),  49374 + 3735936685*x
18446744073709502242*~8994858398510344741 + 3735936685*(x&8994858398510344741) + 18446744069973565557*8994858398510344741 + 3735936685*(x|8994858398510344741),  49374 + 3735936685*x
3735887311*~(x|5327467018056465515) + 18446744069973614931*~(x&5327467018056465515) + 18446744069973614931*5327467018056465515 + 7471823996*(x|5327467018056465515),  49374 + 3735936685*x
3735986059*(x&~4751883226134031509) + 18446744073709502242*(x^4751883226134031509) + 3735936685*(x&4751883226134031509) + 18446744073709502242*(x|~4751883226134031509),  49374 + 3735936685*x
3735936685*~6203661183466967237 + 3735936685*(x^6203661183466967237) + 18446744069973565557*~(x&6203661183466967237) + 3735887311*(x&6203661183466967237),  49374 + 3735936685*x
3927385092171997959*~x + 3927385095907934644*x + 3927385092172047333,  49374 + 3735936685*x
2010588249740166289*~(x|5823750912595995319) + 2010588249740166289*~(x|~5823750912595995319) + 16436155823969335953*~x + 3735887311*x,  49374 + 3735936685*x
3735887311*~(x|2423058307831841729) + 3735936685*(x&~2423058307831841729) + 18446744069973614931*~(x&2423058307831841729) + 3735887311*(x|2423058307831841729),  49374 + 3735936685*x
18446744069973614931*~6012022065193251308 + 18446744069973565557*~(x|~6012022065193251308) + 3735936685*(x^6012022065193251308) + 3735887311*(x|~6012022065193251308),  49374 + 3735936685*x
12878798935773491430*~x + 12878798939509428115*x + 12878798935773540804,  49374 + 3735936685*x
16310901041052537242*~x + 16310901044788473927*x + 16310901041052586616,  49374 + 3735936685*x
14812568631358918867*(x&~4872343708917060303) + 3634175442350583375*~x + 3634175446086520060*x + 14812568631358918867*~(x&~4872343708917060303),  49374 + 3735936685*x
18446744073709502242*~(x|2078791056525130991) + 16391803382784345992*~(x|~2078791056525130991) + 16391803386520282677*x + 2054940690925156250*(x|2078791056525130991),  49374 + 3735936685*x
10925122279896194192*~x + 10925122283632130877*x + 10925122279896243566,  49374 + 3735936685*x
18446744073709502242*~(x|6028029449115377399) + 3735887311*(x&~6028029449115377399) + 18446744069973614931*~(x|~6028029449115377399) + 3735887311*6028029449115377399,  49374 + 3735936685*x
717243392729032369*~x + 717243392729081743*(x&80417936336036709) + 3735887311*x + 17729500680980469873*~(x&~80417936336036709),  49374 + 3735936685*x
18446744069973614931*~(x|~5678274615977343605) + 18446744073709502242*~(x&5678274615977343605) + 18446744073709502242*(x&5678274615977343605) + 3735936685*(x|5678274615977343605),  49374 + 3735936685*x
7812470797983712778*~(x|6809568812533664547) + 18446744073709502242*~(x|~6809568812533664547) + 7812470801719649463*x + 10634273275725789464*(x|~6809568812533664547),  49374 + 3735936685*x
3735986059*(x&2610189120520370756) + 18446744073709502242*~(x^2610189120520370756) + 18446744069973614931*2610189120520370756 + 3735887311*(x|2610189120520370756),  49374 + 3735936685*x
3735936685*~(x^7343586769437852313) + 49374*7343586769437852313 + 18446744069973565557*~(x&~7343586769437852313) + 3735887311*(x|7343586769437852313),  49374 + 3735936685*x
18446744073709502242*(x&~7490768463310494639) + 18446744069973565557*~(x|~7490768463310494639) + 18446744073709502242*~(x^7490768463310494639) + 3735936685*(x|7490768463310494639),  49374 + 3735936685*x
18446744069973614931*~(x|5508260945028756073) + 18446744073709502242*(x&~5508260945028756073) + 3735936685*(x|~5508260945028756073) + 18446744073709502242*~(x&~5508260945028756073),  49374 + 3735936685*x
13570974413455454958*~(x|~8769694534661657165) + 13570974417191441017*x + 18446744073709502242*(x|~8769694534661657165) + 4875769660254047284*(x|8769694534661657165),  49374 + 3735936685*x
16526717144309731180*~160432311693527451 + 1920026929399771062*~x + 1920026933135707747*x + 16526717144309731180*160432311693527451,  49374 + 3735936685*x
15681789798551929425*x + 2764954278893558876*(x|~8753430805282461812) + 2764954278893558876*(x|8753430805282461812) + 2764954278893608250,  49374 + 3735936685*x
3735936685*(x&~6835275868468523077) + 16899864336452802339*~(x&6835275868468523077) + 16899864340188739024*(x&6835275868468523077) + 16899864336452851713,  49374 + 3735936685*x
10289368684942780668*(x&~1613543842501498217) + 10289368681206843983*~x + 10289368684942780668*(x&1613543842501498217) + 10289368681206893357,  49374 + 3735936685*x
1110738373756839815*~x + 1110738377492776500*x + 1110738373756889189,  49374 + 3735936685*x
7876068202383555418*~x + 7876068206119492103*x + 7876068202383604792,  49374 + 3735936685*x
13714543333893606536*(x&~1300658710578819912) + 18446744069973614931*~x + 13714543333893606536*~(x&~1300658710578819912) + 13714543330157719225,  49374 + 3735936685*x
3735936685*(x^989718531751957529) + 7471873370*(x&989718531751957529) + 18446744069973614931*989718531751957529 + 49374,  49374 + 3735936685*x
14002858409040229605*~(x|~813462197581525427) + 4443885660933385326*~x + 4443885664669322011*(x|813462197581525427) + 4443885660933434700,  49374 + 3735936685*x
18446744073709502242*~(x^987187011986941410) + 3735986059*x + 49374*987187011986941410 + 18446744073709452868*(x|987187011986941410),  49374 + 3735936685*x
11401740905889198704*~4019432106853104927 + 3735936685*x + 11401740905889198704*4019432106853104927 + 11401740905889248078,  49374 + 3735936685*x
3735986059*(x&~5125065310364048705) + 3735986059*(x&5125065310364048705) + 18446744073709502242*(x|~5125065310364048705) + 18446744073709502242*(x|5125065310364048705),  49374 + 3735936685*x
15319652261694316314*~x + 3127091808279298617*~(x&7589812445877931765) + 3127091808279298617*~(x&~7589812445877931765) + 3127091804543411306,  49374 + 3735936685*x
10501797805140546554*~x + 10501797808876483239*x + 10501797805140595928,  49374 + 3735936685*x
18446744069973614931*~(x|76958101479082237) + 49374*~(x^76958101479082237) + 3735887311*(x|~76958101479082237) + 18446744073709502242*~(x&~76958101479082237),  49374 + 3735936685*x
527986253943993523*~x + 527986257679930208*(x|~2970823533843378064) + 527986257679930208*(x|2970823533843378064) + 1055972511623973105,  49374 + 3735936685*x
12410892922487734380*(x&~4229056374690303564) + 12241297612465659739*~(x&4229056374690303564) + 12241297616201596424*x + 6205446461243842503*~(x&~4229056374690303564),  49374 + 3735936685*x
5754241582131151760*~3135692986121543135 + 3735936685*x + 5754241582131151760*3135692986121543135 + 5754241582131201134,  49374 + 3735936685*x
18446744069973565557*~(x|963965053895566585) + 18446744073709502242*(x^963965053895566585) + 18446744073709502242*(x&963965053895566585) + 3735936685*(x|~963965053895566585),  49374 + 3735936685*x
6621380568846930781*~x + 6621380572582867466*x + 6621380568846980155,  49374 + 3735936685*x
3735936685*(x&~2777310336145931589) + 5631470232356494532*~(x&2777310336145931589) + 5631470236092431217*(x&2777310336145931589) + 5631470232356543906,  49374 + 3735936685*x
18444208351342527258*~(x|~1626512046297160267) + 2535722366974984*~x + 2535726102911669*x + 18444208351342527258*(x|~1626512046297160267),  49374 + 3735936685*x
49374*(x^3618146532406534226) + 18446744073709502242*~(x&3618146532406534226) + 3735936685*x + 18446744073709502242*(x|3618146532406534226),  49374 + 3735936685*x
10708538223808579259*~x + 7738205846165035672*~(x&8508818901482840921) + 7738205846165035672*~(x&~8508818901482840921) + 7738205842429148361,  49374 + 3735936685*x
3735936685*(x^1254126505484653640) + 18446744069973614931*~(x&1254126505484653640) + 3735936685*(x|~1254126505484653640) + 49374,  49374 + 3735936685*x
11011907240659959298*~(x|9080798883790777513) + 7434836829313606259*~(x|~9080798883790777513) + 7434836833049542944*(x|~9080798883790777513) + 11011907244395895983*(x|9080798883790777513),  49374 + 3735936685*x
3735986059*(x&4991107090594362366) + 18446744069973614931*~(x^4991107090594362366) + 3735887311*(x|~4991107090594362366) + 18446744073709502242*4991107090594362366,  49374 + 3735936685*x
3735936685*(x&8017433200911772565) + 18446744069973614931*~(x^8017433200911772565) + 3735936685*(x|~8017433200911772565) + 49374,  49374 + 3735936685*x
18446744066237727620*~(x|4374132311665937040) + 3735887311*~(x&4374132311665937040) + 7471823996*~(x^4374132311665937040) + 18446744069973614931*~(x&~4374132311665937040),  49374 + 3735936685*x
4632384175266691017*~x + 4632384175266740391*(x&2926606885326659808) + 3735887311*x + 13814359898442811225*~(x&~2926606885326659808),  49374 + 3735936685*x
7515933880100765468*~x + 7515933883836702153*x + 7515933880100814842,  49374 + 3735936685*x
18446744066237776994*~(x|~5246483428334964319) + 18446744073709502242*~x + 3735887311*(x^5246483428334964319) + 3735887311*5246483428334964319,  49374 + 3735936685*x
17824955004807846471*~(x|9216870556547378672) + 17824955008543733782*~(x|~9216870556547378672) + 621789065165768460*~x + 3735887311*(x|~9216870556547378672),  49374 + 3735936685*x
1037601056044976726*(x&~2583803120029627101) + 17927943545687038566*~(x&2583803120029627101) + 17927943549422975251*x + 518800528022463676*~(x&~2583803120029627101),  49374 + 3735936685*x
2662552360592175929*(x&~3996188591058956595) + 2662552356856239244*~x + 15784191716853262998*~(x&3996188591058956595) + 3735887311*(x&3996188591058956595),  49374 + 3735936685*x
18446744069973614931*~x + 9692977446824644903*~(x&5949604314122672185) + 9692977446824644903*(x&5949604314122672185) + 9692977443088757592,  49374 + 3735936685*x
14999782295396429378*~x + 14999782299132366063*x + 14999782295396478752,  49374 + 3735936685*x
8415058606351195806*(x&~1527443504129892479) + 8415058606351245180*(x&1527443504129892479) + 10031685471094243121*x + 18446744073709502242*~(x&~1527443504129892479),  49374 + 3735936685*x
3735887311*~4880578898506804003 + 7471774622*~(x|~4880578898506804003) + 18446744066237727620*~x + 3735887311*~(x^4880578898506804003),  49374 + 3735936685*x
3735887311*(x&~3779703808441469633) + 9876638175245791576*~x + 9876638178981728261*(x&3779703808441469633) + 8570105898463710666*~(x&~3779703808441469633),  49374 + 3735936685*x
16770863680516788506*~(x|5307580693610176065) + 16770863680516788506*~(x|~5307580693610176065) + 1675880393192713736*~x + 3735887311*x,  49374 + 3735936685*x
3735936685*(x&~4218557539403849131) + 18446744069973614931*~4218557539403849131 + 18446744073709502242*~(x|~4218557539403849131) + 3735887311*(x|~4218557539403849131),  49374 + 3735936685*x
18446744069973664305*(x^1764769533140382887) + 18446744073709502242*~(x&1764769533140382887) + 18446744069973614931*1764769533140382887 + 7471823996*(x|1764769533140382887),  49374 + 3735936685*x
17034513775134510972*~x + 3735887311*~(x&7941018320791625532) + 17034513782606334968*(x&7941018320791625532) + 1412230294839103959*~(x&~7941018320791625532),  49374 + 3735936685*x
4618776850724274823*~x + 13827967219249340108*~(x&4642806500251867980) + 13827967219249340108*~(x&~4642806500251867980) + 13827967215513452797,  49374 + 3735936685*x
3577051929222451866*(x&~5966475228038101980) + 14869692148222987061*~(x&5966475228038101980) + 14869692151958923746*(x&5966475228038101980) + 3577051925486515181*~(x&~5966475228038101980),  49374 + 3735936685*x
3735936685*(x&~8299701254533606628) + 8347953760498052060*~(x&8299701254533606628) + 8347953764233988745*(x&8299701254533606628) + 8347953760498101434,  49374 + 3735936685*x
18446744073709502242*~(x|~7514671913074968786) + 3735887311*(x|~7514671913074968786) + 3735936685*7514671913074968786 + 18446744069973614931*~(x&~7514671913074968786),  49374 + 3735936685*x
7471823996*(x&~747183647863120782) + 3735887311*~(x|~747183647863120782) + 18446744069973614931*~(x&747183647863120782) + 3735887311*~(x^747183647863120782),  49374 + 3735936685*x
2485365635294692159*~x + 2485365639030628844*x + 2485365635294741533,  49374 + 3735936685*x
18446744066237727620*~(x|1531223649157790821) + 3735887311*~1531223649157790821 + 3735936685*~(x^1531223649157790821) + 18446744073709502242*~(x&~1531223649157790821),  49374 + 3735936685*x
876057527255218122*~(x|4876859151989002083) + 876057530991154807*x + 17570686546454333494*(x|~4876859151989002083) + 49374,  49374 + 3735936685*x
7787195447413574055*~x + 7787195451149510740*x + 7787195447413623429,  49374 + 3735936685*x
18446744066237678246*~(x|5504578152710918911) + 3735936685*~5504578152710918911 + 18446744069973614931*(x^5504578152710918911) + 18446744069973664305,  49374 + 3735936685*x
18446744069973664305*~2272334834992641791 + 18446744073709502242*~(x&2272334834992641791) + 18446744069973614931*~(x^2272334834992641791) + 7471823996*(x|~2272334834992641791),  49374 + 3735936685*x
12337735098272749991*~x + 3735887311*~(x&7475463144311448015) + 12337735105744573987*(x&7475463144311448015) + 6109008971700864940*~(x&~7475463144311448015),  49374 + 3735936685*x
18446744073709502242*~(x|1991767524788613249) + 3735936685*~(x^1991767524788613249) + 18446744069973614931*~(x&~1991767524788613249) + 3735887311*(x|1991767524788613249),  49374 + 3735936685*x
18446744073709502242*(x^4879020533507923242) + 3735887311*~(x^4879020533507923242) + 18446744069973614931*~(x&~4879020533507923242) + 3735936685*(x|4879020533507923242),  49374 + 3735936685*x
3735936685*(x|~1977143909952815869) + 3735986059*1977143909952815869 + 18446744069973565557*~(x&~1977143909952815869) + 18446744073709502242*(x|1977143909952815869),  49374 + 3735936685*x
11818038414725901475*~(x|~3636816067910709577) + 3314352827623832041*~x + 15132391246085670201*(x|~3636816067910709577) + 3314352831359768726*(x|3636816067910709577),  49374 + 3735936685*x
13361261844219939558*~(x|3947947630427839343) + 13361261847955876243*x + 5085482229489612058*(x|~3947947630427839343) + 49374,  49374 + 3735936685*x
18446744069973614931*~(x|~7870183862612583636) + 7471823996*(x^7870183862612583636) + 18446744069973614931*~(x&7870183862612583636) + 3735887311*~(x^7870183862612583636),  49374 + 3735936685*x
8055018546564983623*~(x|756944753611799410) + 5195862761704290967*~x + 5195862765440227652*(x|~756944753611799410) + 13250881312005211275*(x|756944753611799410),  49374 + 3735936685*x
14961736124037151308*~(x|~7787569640948016775) + 3735936685*x + 14961736124037151308*(x|~7787569640948016775) + 14961736124037200682,  49374 + 3735936685*x
8557309538940988192*(x&~8521797630154178300) + 8557309538941037566*(x&8521797630154178300) + 9889434538504450735*x + 18446744073709502242*~(x&~8521797630154178300),  49374 + 3735936685*x
3735936685*~6385847068262348118 + 3735936685*(x&6385847068262348118) + 3735936685*(x|6385847068262348118) + 3735986059,  49374 + 3735936685*x
15400658161284548741*~x + 15400658165020485426*x + 15400658161284598115,  49374 + 3735936685*x
18446744069973614931*~7877134601995975 + 18446744066237678246*~(x|~7877134601995975) + 3735936685*(x^7877134601995975) + 18446744069973664305,  49374 + 3735936685*x
11939254831897148823*~(x&4748229112851303919) + 11939254835633085508*x + 11939254831897148823*~(x&~4748229112851303919) + 5431765590084795404,  49374 + 3735936685*x
18446744066237678246*~(x|~346436860120204266) + 3735887311*(x^346436860120204266) + 18446744073709502242*~(x^346436860120204266) + 3735936685*346436860120204266,  49374 + 3735936685*x
3735887311*(x&~5393452955961665822) + 18446744069973664305*~(x|~5393452955961665822) + 18446744073709502242*~x + 3735887311*5393452955961665822,  49374 + 3735936685*x
18446744073709502242*~(x|1212951230041496961) + 8773463560284571738*~(x|~1212951230041496961) + 8773463564020508423*x + 9673280513424930504*(x|1212951230041496961),  49374 + 3735936685*x
10584965268127393844*(x&2678890256752766000) + 7861778809318094457*x + 7861778805582157772*~(x&~2678890256752766000) + 7861778805582207146,  49374 + 3735936685*x
18446744073709502242*(x&~1777926342814541403) + 3735936685*(x|~1777926342814541403) + 3735936685*1777926342814541403 + 18446744069973565557*~(x&~1777926342814541403),  49374 + 3735936685*x
1263313226698304511*~x + 1263313230434241196*(x&6036824511090558633) + 17183430843275310420*~(x&~6036824511090558633) + 18446744069973664305,  49374 + 3735936685*x
18446744069973614931*~(x|5040106239812332349) + 18446744069973614931*~(x|~5040106239812332349) + 3735887311*~(x&5040106239812332349) + 3735887311*(x&5040106239812332349),  49374 + 3735936685*x
12788470790327836950*~x + 12788470794063773635*x + 12788470790327886324,  49374 + 3735936685*x
9541898337170259822*(x&~3665991857298307527) + 18446744069973614931*~(x&3665991857298307527) + 9541898333434323137*~(x&~3665991857298307527) + 9541898329698435826,  49374 + 3735936685*x
18446744069973614931*~(x|6364234434131704761) + 11353880311922315143*~(x|~6364234434131704761) + 11353880315658251828*(x|~6364234434131704761) + 11353880311922364517,  49374 + 3735936685*x
212068291318239876*~x + 212068295054176561*x + 212068291318289250,  49374 + 3735936685*x
12083823185890498520*~x + 12083823189626435205*(x|~8641092026140882790) + 12083823189626435205*(x|8641092026140882790) + 5720902301807431483,  49374 + 3735936685*x
18260018491248950751*(x&~4438861558716774194) + 186725586196488176*~(x&4438861558716774194) + 186725589932424861*(x&4438861558716774194) + 18260018487513014066*~(x&~4438861558716774194),  49374 + 3735936685*x
7666560798463030587*(x&~1846004085935697579) + 18446744069973614931*~x + 7666560798463030587*~(x&~1846004085935697579) + 7666560794727143276,  49374 + 3735936685*x
15666343307867578319*(x&~502010856518468074) + 18446744073709502242*~x + 15666343307867578319*(x&502010856518468074) + 2780400769577860608*x,  49374 + 3735936685*x
11527768727801448697*(x&~472570217944398294) + 6918975349643990230*~(x&472570217944398294) + 6918975353379926915*(x&472570217944398294) + 11527768724065512012*~(x&~472570217944398294),  49374 + 3735936685*x
1180145166900182451*~(x|6707885194731814210) + 18446744073709502242*~(x|~6707885194731814210) + 1180145170636119136*x + 17266598906809319791*(x|~6707885194731814210),  49374 + 3735936685*x
18391711297578735413*~(x|~4368163727660002778) + 18391711301314721472*x + 18446744073709502242*(x|~4368163727660002778) + 55032776130766829*(x|4368163727660002778),  49374 + 3735936685*x
6693191788644560366*(x&~2736401076878157653) + 18446744073709502242*~(x&2736401076878157653) + 6693191788644510992*(x&2736401076878157653) + 11753552288800927935*x,  49374 + 3735936685*x
7934681903772046546*~9154892698002934040 + 18446744069973614931*~x + 7934681903772046546*9154892698002934040 + 7934681900036159235,  49374 + 3735936685*x
3735887311*~(x|62532027531544442) + 18446744066237727620*~x + 3735887311*(x^62532027531544442) + 3735887311*~(x&~62532027531544442),  49374 + 3735936685*x
17552432869382141964*~(x|5837534247026540472) + 18446744069973614931*~x + 17552432869382141964*(x|5837534247026540472) + 17552432865646254653,  49374 + 3735936685*x
18446744069973614931*~3465006998965576560 + 7471823996*(x^3465006998965576560) + 11207760681*~(x^3465006998965576560) + 18446744066237678246*~(x&~3465006998965576560),  49374 + 3735936685*x
3735936685*(x&6701212395128373457) + 18446744069973664305*6701212395128373457 + 18446744073709502242*~(x&~6701212395128373457) + 3735887311*(x|6701212395128373457),  49374 + 3735936685*x
18446744066237678246*~(x&2498373439327479642) + 18446744069973614931*~(x^2498373439327479642) + 18446744069973614931*2498373439327479642 + 18446744062501790935,  49374 + 3735936685*x
10496000026935578467*(x&~5643373062267559159) + 3735936685*(x&5643373062267559159) + 10496000023199641782*~(x&~5643373062267559159) + 10496000023199691156,  49374 + 3735936685*x
3735887311*(x&~5326432337676029026) + 11804919263189781782*~x + 11804919266925718467*(x&5326432337676029026) + 6641824810519720460*~(x&~5326432337676029026),  49374 + 3735936685*x
320102954296390683*~(x|~8413672413521157741) + 18446744069973614931*~x + 320102954296390683*(x|~8413672413521157741) + 320102950560503372,  49374 + 3735936685*x
17698028722194553209*(x&3509120267750870868) + 748715355250935092*x + 748715351514998407*~(x&~3509120267750870868) + 748715351515047781,  49374 + 3735936685*x
10669520380385635521*(x&~8778638493816839139) + 18446744073709502242*~x + 10669520380385635521*(x&8778638493816839139) + 7777223697059803406*x,  49374 + 3735936685*x
13439833389500146420*(x&~8375388402429758172) + 18446744069973614931*~(x&8375388402429758172) + 13439833385764209735*~(x&~8375388402429758172) + 13439833382028322424,  49374 + 3735936685*x
18446744073709518700*~(x&702377411920328503) + 18446744073709535158*~(x^702377411920328503) + 3735920227*x + 18446744073709535158*702377411920328503,  49374 + 3735936685*x
3735936685*~1912722701521421153 + 7471922744*(x&1912722701521421153) + 18446744069973565557*~(x^1912722701521421153) + 18446744073709502242*(x|1912722701521421153),  49374 + 3735936685*x
49374*(x&~4332503492900691336) + 18446744073709502242*~4332503492900691336 + 18446744069973614931*~(x|~4332503492900691336) + 3735887311*(x|4332503492900691336),  49374 + 3735936685*x
10921189917057381991*~(x&7010620954009967121) + 10921189917057381991*(x&7010620954009967121) + 3735936685*x + 10921189917057431365,  49374 + 3735936685*x
11586374604076254975*~(x|~601159134997141745) + 6860369465897359956*~x + 6860369469633296641*(x|601159134997141745) + 6860369465897409330,  49374 + 3735936685*x
1028857250397104506*~8743888982264432646 + 3735936685*x + 1028857250397104506*8743888982264432646 + 1028857250397153880,  49374 + 3735936685*x
1438563873500521257*~x + 1438563877236457942*x + 1438563873500570631,  49374 + 3735936685*x
5117116224159127588*~2036917106237929287 + 18446744069973614931*~x + 5117116224159127588*2036917106237929287 + 5117116220423240277,  49374 + 3735936685*x
3735936685*(x&~7309567835950471468) + 18446744069973565557*~(x|~7309567835950471468) + 18446744073709502242*(x|~7309567835950471468) + 3735936685*7309567835950471468,  49374 + 3735936685*x
1836370105244368090*~x + 1836370108980304775*x + 1836370105244417464,  49374 + 3735936685*x
10536532668662003815*~x + 10536532672397940500*x + 10536532668662053189,  49374 + 3735936685*x
10304469486289758536*(x&~7872549189712539269) + 10304469486289709162*~x + 8142274587419793080*~(x&7872549189712539269) + 3735887311*x,  49374 + 3735936685*x
786444019069176219*~x + 786444022805112904*x + 786444019069225593,  49374 + 3735936685*x
6528279446796458240*~x + 6528279446796507614*(x&3137840001032536070) + 3735887311*x + 11918464626913044002*~(x&~3137840001032536070),  49374 + 3735936685*x
11968230263084327520*(x&1661428581809961550) + 6478513814361160781*x + 6478513810625224096*~(x&~1661428581809961550) + 6478513810625273470,  49374 + 3735936685*x
17888584621401192500*(x&~6366194785991171067) + 3735936685*(x&6366194785991171067) + 17888584617665255815*~(x&~6366194785991171067) + 17888584617665305189,  49374 + 3735936685*x
18446744073709502242*(x&~9149996865673335500) + 3735986059*x + 18446744073709502242*(x|~9149996865673335500) + 18446744073709502242*9149996865673335500,  49374 + 3735936685*x
6410317545126017633*~(x|630400377156624173) + 6410317545126017633*~(x|~630400377156624173) + 12036426524847597298*~x + 18446744069973664305,  49374 + 3735936685*x
16095341304943431329*~(x|2935669679522687958) + 16095341301207544018*~(x|~2935669679522687958) + 2351402768766070913*~x + 3735887311*(x|2935669679522687958),  49374 + 3735936685*x
3735936685*(x&~8303044798036793444) + 18446744069973664305*~(x|~8303044798036793444) + 18446744073709502242*~(x&8303044798036793444) + 3735887311*8303044798036793444,  49374 + 3735936685*x
18446744069973614931*~x + 349335027333564906*~(x&8085896377482556151) + 349335027333564906*(x&8085896377482556151) + 349335023597677595,  49374 + 3735936685*x
11389205009908675009*(x&~2264527079699157630) + 18446744069973614931*~x + 11389205009908675009*~(x&~2264527079699157630) + 11389205006172787698,  49374 + 3735936685*x
16994767143554919627*~x + 1451976930154582615*~(x&4091110494073387740) + 1451976930154582615*(x&4091110494073387740) + 16994767147290856312*x,  49374 + 3735936685*x
5457142022571164536*(x&~3250140066084822461) + 5457142022571213910*(x&3250140066084822461) + 12989602054874274391*x + 18446744073709502242*~(x&~3250140066084822461),  49374 + 3735936685*x
12124234041181726184*~(x|5203143027430855180) + 12124234041181726184*~(x|~5203143027430855180) + 12124234044917662869*x + 12124234041181775558,  49374 + 3735936685*x
18446744069973664305*~(x|4638492924859741683) + 3735887311*~4638492924859741683 + 18446744073709502242*~x + 3735887311*(x&4638492924859741683),  49374 + 3735936685*x
5486141042483754722*~x + 10972282088703495503*x + 12960603031225747520*(x|~5401979803958537363) + 12960603031225747520*(x|5401979803958537363),  49374 + 3735936685*x
6931692167036070987*(x&~2010820011016897592) + 6931692163300134302*~x + 6931692167036070987*(x&2010820011016897592) + 6931692163300183676,  49374 + 3735936685*x
17847294774432310889*~x + 17847294778168247574*x + 17847294774432360263,  49374 + 3735936685*x
10637493626529887380*(x&~3482692005626371174) + 10637493622793950695*~x + 7809250450915551547*~(x&3482692005626371174) + 3735887311*(x&3482692005626371174),  49374 + 3735936685*x
18446744073709502242*~(x|4847675296440399116) + 18446744073709502242*(x&~4847675296440399116) + 3735936685*x + 18446744073709502242*4847675296440399116,  49374 + 3735936685*x
4734248319330382529*~(x|1842923738754971241) + 3735936685*(x|~1842923738754971241) + 4734248323066319214*(x|1842923738754971241) + 4734248323066368588,  49374 + 3735936685*x
18446744066237727620*~(x|~3177268515709564813) + 7471823996*(x^3177268515709564813) + 18446744069973614931*~(x&3177268515709564813) + 3735887311*~(x&~3177268515709564813),  49374 + 3735936685*x
3735887311*~9059800501417704111 + 18446744066237678246*~(x|~9059800501417704111) + 18446744069973614931*~(x^9059800501417704111) + 7471823996*9059800501417704111,  49374 + 3735936685*x
11207760681*(x&~6228356378613108133) + 18446744069973614931*~6228356378613108133 + 18446744069973614931*(x^6228356378613108133) + 3735887311*~(x&~6228356378613108133),  49374 + 3735936685*x
13803832116675859433*~(x|6823637518063529836) + 13803832116675859433*~(x|~6823637518063529836) + 4642911953297755498*~x + 18446744069973664305,  49374 + 3735936685*x
3735887311*(x&~1219574376301919434) + 13775273477695429767*~x + 13775273481431366452*(x&1219574376301919434) + 4671470596014072475*~(x&~1219574376301919434),  49374 + 3735936685*x
6497534166286507919*~x + 6497534170022444604*x + 6497534166286557293,  49374 + 3735936685*x
12051265406460351947*~(x|5775119442093635576) + 6395478663513262984*~x + 6395478667249199669*(x|~5775119442093635576) + 6395478663513312358,  49374 + 3735936685*x
1564460790932260339*~x + 1564460794668197024*x + 1564460790932309713,  49374 + 3735936685*x
14379556552608683826*(x&~5132439367928965985) + 14379556548872747141*~x + 14379556552608683826*(x&5132439367928965985) + 14379556548872796515,  49374 + 3735936685*x
16473360138845888967*~(x|74768591605270449) + 18446744073709502242*~(x|~74768591605270449) + 16473360142581825652*x + 1973383934863613275*(x|~74768591605270449),  49374 + 3735936685*x
