18446744069973614931*~(x|(~y|5148131303079159687)) + 3735936685*(y&~5148131303079159687) + 18446744069973614931*~(x&(~y|5148131303079159687)) + 18446744069973664305,  49374 + 3735936685*x
6148914689991204977*(~y&(x^9045709141513434557)) + 3735887311*(y^(x|~9045709141513434557)) + 12297829379982409954*((x&y)^(y|9045709141513434557)) + 12297829387454233950*((x&y)|(y^9045709141513434557)) + 6148914693727092288*((x|y)&~(y^9045709141513434557)) + 6148914689991204977*(~(x^y)|(x^9045709141513434557)) + 49374*((x&y)^(x^(y&9045709141513434557))) + 12297829379982409954*(9045709141513434557^~(x|(y&9045709141513434557))),  49374 + 3735936685*x
18446744073709502242*~(x|(y&4698983926690597681)) + 3735936685*(y^(~x|(y&4698983926690597681))) + 7471823996*(y^~(~x&(y^4698983926690597681))) + 18446744069973664305*(x&(y^4698983926690597681)) + 18446744069973614931*(y^(~x|(~y|4698983926690597681))) + 18446744069973614931*~(x|(~y&4698983926690597681)) + 18446744069973664305*(4698983926690597681^~(x|(y&4698983926690597681))) + 7471774622*((y&4698983926690597681)|(x&(y|4698983926690597681))),  49374 + 3735936685*x
18446744069973614931*~(x|~2664402205870920120) + 18446744069973614931*(~(x&~2664402205870920120)&~(x^(2664402205870920120^z))) + 7471873370*(z^~(~x&(2664402205870920120&z))) + 14943845488*~(x|~z) + 18446744066237628872*(z^(x&(2664402205870920120|z))) + 18446744069973565557*(~x|(~2664402205870920120&z)) + 7471873370*(x&(2664402205870920120|z)) + 18446744069973565557*(z^(x&~2664402205870920120)),  49374 + 3735936685*x
18446744069973614931*~(7360109144307902733|z) + 3736035433*((7360109144307902733&z)^~(~x&(7360109144307902733^z))) + 3735986059*~(~x|(7360109144307902733^z)) + 49374*(7360109144307902733&~(x^z)) + 18446744073709502242*~(~x|(~7360109144307902733&z)) + 18446744073709502242*(7360109144307902733^~(x&(7360109144307902733&z))) + 49374*(7360109144307902733&z) + 18446744073709452868*~(~x&(~7360109144307902733&z)),  49374 + 3735936685*x
18446744069973614931*~(x&z) + 3735887311*(~(x|8797677380929499439)|~(x^(8797677380929499439^z))) + 3735887311*((x|8797677380929499439)&(x^(8797677380929499439^z))) + 18446744069973614931*(z^~(x|(8797677380929499439&z))) + 3735936685*~(~x&(~8797677380929499439&z)),  49374 + 3735936685*x
6731791107186917466*(x^(~y|6562689168386570557)) + 6731791107186917466*(y^~(~x&(y|6562689168386570557))) + 11714952966522634150*((x&~y)|~(x^(y^6562689168386570557))) + 6731791110922854151*x + 6731791107186966840,  49374 + 3735936685*x
18446744069973614931*(~x&(2707722889573586560^z)) + 12802679104992867663*~(x|(2707722889573586560^z)) + 12802679104992917037*~(x^(~2707722889573586560&z)) + 5644064968716634579*(~z|(x^2707722889573586560)) + 12802679108728804348*(x|(2707722889573586560^z)) + 5644064968716634579*~(x&~z),  49374 + 3735936685*x
18446744069973614931*~(x|(~y&6398904930848278047)) + 3735887311*(~x&(~y|6398904930848278047)) + 3735887311*(x^y) + 18446744069973664305*~(x&y) + 3735887311*~(~x&(y&6398904930848278047)) + 3735936685*(y^(x&~6398904930848278047)) + 18446744069973614931*(~(x|~y)|(x^(y^6398904930848278047))),  49374 + 3735936685*x
12297829379982426412*~(y|3976700914198445159) + 12297829372510602416*(~x&(y^3976700914198445159)) + 6148914697463012515*(3976700914198445159^(x|y)) + 6148914689991188519*((y&~3976700914198445159)^(~x|(y^3976700914198445159))) + 12297829379982426412*(y^~(x|(y^3976700914198445159))) + 12297829387454250408*(3976700914198445159^~(x|(~y&3976700914198445159))) + 12297829383718313723*((x&3976700914198445159)^~(x^(~y&3976700914198445159))),  49374 + 3735936685*x
6148914689991188519*(z^(x|(3287844425019044275&z))) + 12297829383718412471*(z^~(x&(~3287844425019044275&z))) + 12297829383718313723*((x&~3287844425019044275)|~(x^(3287844425019044275^z))) + 6148914689991188519*(3287844425019044275^~(~x&(3287844425019044275&z))) + 6148914693727223952*~(~x|(3287844425019044275^z)) + 6148914689991139145*(z^~(x&3287844425019044275)) + 18446744073709502242*~(~x&(~3287844425019044275|z)) + 6148914693727125204*(x|(~3287844425019044275&z)),  49374 + 3735936685*x
7378697627242229011*~z + 11068046453939195975*(z^(x|(5023326635635187854&z))) + 7378697630978215070*(~5023326635635187854&~(x^z)) + 3689348808017184791*(5023326635635187854^(x|(5023326635635187854^z))) + 3689348815489107535*((x|~5023326635635187854)&(x^(5023326635635187854^z))) + 7378697623506292326*~(x^5023326635635187854) + 11068046446467273231*(x|(5023326635635187854^z)) + 14757395265692317451*(z^~(x|5023326635635187854)),  49374 + 3735936685*x
18446744069973598473*((x&y)^~(x^(y&7750102324287897684))) + 18446744073709502242*(7750102324287897684^~(x&(~y&7750102324287897684))) + 3735986059*(y^7750102324287897684) + 3735969601*((x&y)|~(y|7750102324287897684)) + 18446744073709518700*(x^(~y&7750102324287897684)) + 18446744073709535158*(7750102324287897684|~(x|y)) + 18446744073709518700*(y|7750102324287897684),  49374 + 3735936685*x
18446744069973664305*(~x&(~y&5554628819981794829)) + 18446744069973614931*(y^(x|(y^5554628819981794829))) + 7471823996*(~x|(y^5554628819981794829)) + 11207760681*((x|~y)&(x^(y^5554628819981794829))) + 18446744066237678246*~(x^(y&5554628819981794829)) + 3735936685*(x&5554628819981794829) + 18446744069973614931*(x|5554628819981794829),  49374 + 3735936685*x
12297829391190203551*(2839801538975210030^(x|(y&2839801538975210030))) + 6148914686255284750*((x&2839801538975210030)^(x^(~y&2839801538975210030))) + 12297829379982393496*~(x&(~y|2839801538975210030)) + 6148914693727108746*(x^(y&2839801538975210030)) + 12297829379982393496*(~(x|y)|(x^(y^2839801538975210030))) + 12297829387454266866*~(x^2839801538975210030) + 12297829383718330181*(2839801538975210030&(x|~y)),  49374 + 3735936685*x
18446744069973614931*(y^(~x|(y&6545480878168587279))) + 3735920227*(y&(x^6545480878168587279)) + 65832*(y^~(x|(~y&6545480878168587279))) + 3735887311*~(x^y) + 3735903769*(x|~6545480878168587279) + 18446744069973598473*(y|~(x|6545480878168587279)) + 18446744073709535158*((x&~y)|~(y^6545480878168587279)),  49374 + 3735936685*x
18446744069973565557*~(x|(3930332600525163396^z)) + 18446744066237678246*((x&3930332600525163396)^(3930332600525163396|z)) + 7471873370*(3930332600525163396^(x|(~3930332600525163396&z))) + 18446744069973565557*((x&z)|(3930332600525163396&~z)) + 3735936685*(~(x^3930332600525163396)|~(x^z)) + 7471922744*(3930332600525163396&~(x&~z)) + 18446744066237628872*(~(x|~3930332600525163396)|(x^(3930332600525163396^z))) + 3735936685*(x|z),  49374 + 3735936685*x
18446744062501790935*~(x|(y|301842575717175558)) + 3735887311*(~301842575717175558&~(x^y)) + 18446744069973614931*(~(x&y)&(x^(y^301842575717175558))) + 18446744069973664305*(301842575717175558^~(x|~y)) + 7471823996*(~y|~(x^301842575717175558)) + 18446744073709502242*(301842575717175558|~(x|~y)),  49374 + 3735936685*x
18446744069973614931*(z^(~x|(6661602920996573054|z))) + 3735936685*(6661602920996573054^(x&z)) + 18446744066237678246*((x&6661602920996573054)^(6661602920996573054|z)) + 18446744069973614931*((x&6661602920996573054)|~(6661602920996573054^z)) + 18446744066237727620,  49374 + 3735936685*x
12297829383718396013*~(~x|(5120085052015779523|z)) + 6148914689991204977*~(x|z) + 18446744073709502242*(5120085052015779523^~(~x&(5120085052015779523&z))) + 12297829383718346639*((x|~5120085052015779523)&~(5120085052015779523^z)) + 12297829383718297265*((5120085052015779523&~z)|~(~x|(~5120085052015779523&z))) + 12297829383718346639*(x&z) + 12297829379982409954*((x&z)^~(x^(~5120085052015779523&z))) + 6148914693727141662*(5120085052015779523|~(x^z)),  49374 + 3735936685*x
18446744069973614931*(2342098892587903605^~(~x&(2342098892587903605^z))) + 18446744066237727620*((x&2342098892587903605)^(2342098892587903605|~z)) + 3735887311*~(x|~z) + 18446744062501790935*(z^(x&(2342098892587903605|z))) + 7471823996*(z^~(~x&(2342098892587903605|z))) + 7471823996*(2342098892587903605^(x&(~2342098892587903605|z))) + 3735887311*(z^(~x|(~2342098892587903605&z))),  49374 + 3735936685*x
18446744069973565557*(~4871555329831828611&(x^z)) + 3735969601*(z^(x|(4871555329831828611&z))) + 18446744073709518700*((x|~4871555329831828611)&(4871555329831828611^z)) + 18446744073709502242*(z^~(~x&(4871555329831828611&z))) + 32916*((x^4871555329831828611)|(x^z)) + 3735920227*(x&(~4871555329831828611|z)) + 18446744073709518700*(4871555329831828611|z),  49374 + 3735936685*x
7471922744*(5772469021534913942^(x|(5772469021534913942&z))) + 18446744069973565557*(z^~(x&~5772469021534913942)) + 7471922744*(5772469021534913942^~(x&z)) + 18446744062501642813*(~(x|5772469021534913942)|(x^(5772469021534913942^z))) + 7471972118*(5772469021534913942^(~x&(~5772469021534913942|z))) + 3735936685*(z^~(x&(~5772469021534913942|z))) + 18446744069973565557*(~(x^5772469021534913942)|~(x^z)) + 18446744073709502242*(z^~(~x|(5772469021534913942&z))),  49374 + 3735936685*x
7763955298142397888*~(x|z) + 7763955301878334573*(~(x^5885075592328527291)&(x^z)) + 18446744069973614931*(x^(~5885075592328527291|z)) + 10682788775567104354*~(x&z) + 10682788775567104354*(x&z) + 7763955298142397888*((x&5885075592328527291)^(x^(5885075592328527291&z))) + 3735936685*~(~x&(5885075592328527291^z)),  49374 + 3735936685*x
2393344298763088889*~(x|(~4140486467088605719|z)) + 16053399767474638731*((x|~4140486467088605719)&(4140486467088605719^z)) + 2393344298763088889*(~x&(~4140486467088605719|z)) + 16053399771210526042*(~x|(~4140486467088605719&z)) + 2393344306234912885*(~(x|~4140486467088605719)|(4140486467088605719^z)) + 2393344306234912885*(x|~4140486467088605719) + 16053399771210526042*~(x&(~4140486467088605719&z)),  49374 + 3735936685*x
6148914686255251834*(y^(x|(y&9175631106656227955))) + 6148914693727125204*(y^~(x&~9175631106656227955)) + 6148914708670871944*(9175631106656227955^(x&(~y|9175631106656227955))) + 18446744062501741561*(9175631106656227955^~(~x&(~y|9175631106656227955))) + 6148914701198998574*(y^~(x|(y^9175631106656227955))) + 6148914693727125204*((x&y)|~(y^9175631106656227955)) + 18446744058765804876*((x&y)^(x^(~y|9175631106656227955))) + 6148914697463061889*(9175631106656227955|~(x|~y)),  49374 + 3735936685*x
18446744073709502242*(z&~(x&8354193845265870390)) + 18446744073709502242*(z^~(x&(8354193845265870390&z))) + 3735936685*x,  49374 + 3735936685*x
769325356442506892*((3668875814649203998&z)^~(x&(3668875814649203998^z))) + 17677418717266995350*~(x&3668875814649203998) + 10452586159818863419*(x&3668875814649203998) + 11221911516261419685*((x&z)|(3668875814649203998&~z)) + 14449665118632200547*((3668875814649203998&~z)^(x|(3668875814649203998^z))) + 7224832557448131931*(~(x|~3668875814649203998)|(x^(3668875814649203998^z))) + 15218990475074707439*(x|(3668875814649203998&z)) + 15218990471338770754*z,  49374 + 3735936685*x
11068046447214460568*(1630971950293096283^(~x|(~y|1630971950293096283))) + 14757395256726069407*((y&~1630971950293096283)|~(x|(~y&1630971950293096283))) + 11068046443478523883*(y^(x&(y|1630971950293096283))) + 7378697630230978359*(x|~y) + 11068046447214460568*(1630971950293096283&~(x&~y)) + 18446744069973614931*((y&1630971950293096283)|(~x&(y|1630971950293096283))) + 3689348813247545524*(1630971950293096283^~(x|(y&1630971950293096283))) + 14757395264197942777*(y|(x&1630971950293096283)),  49374 + 3735936685*x
18446744069973664305*~(x&4618114841374215629) + 49374*(y^~(x&(y|4618114841374215629))) + 18446744066237875742*(y&(x|4618114841374215629)) + 3735837937*(y|(x&~4618114841374215629)) + 18446744073709452868*((x&y)^(x^(~y|4618114841374215629))) + 3735887311*(4618114841374215629^(x&~y)) + 18446744066237875742*(4618114841374215629^~(x|y)) + 11207563185*((x&y)|~(x^(y^4618114841374215629))),  49374 + 3735936685*x
3735936685*~(~x|(~y|1744256633889676738)) + 18446744069973614931*(~1744256633889676738&~(x^y)) + 3735986059*((x^y)&~(x^1744256633889676738)) + 3735887311*((x&1744256633889676738)^(x^(~y&1744256633889676738))) + 18446744066237678246*(1744256633889676738&(x^y)) + 18446744069973614931*(1744256633889676738^~(x|(~y&1744256633889676738))) + 7471922744*(1744256633889676738^~(x|y)) + 18446744073709452868*(1744256633889676738^~(x|(y&1744256633889676738))),  49374 + 3735936685*x
3735887311*(~6693792383175360951&~(x^y)) + 18446744069973614931*~(x|(y&6693792383175360951)) + 3735887311*~(x|(~y&6693792383175360951)) + 18446744069973614931*(y&(x^6693792383175360951)) + 3735887311*(6693792383175360951&(x|~y)) + 18446744069973664305*((x&6693792383175360951)^~(x^(~y&6693792383175360951))) + 18446744073709502242*(y^(x&~6693792383175360951)) + 3735936685*(y|(x&~6693792383175360951)),  49374 + 3735936685*x
18446744073709502242*(y^(x|8943161428576569036)) + 49374*(~(x|y)|(y^8943161428576569036)) + 18446744069973664305*~(x|~y) + 18446744069973614931*~(x^(y^8943161428576569036)) + 3735936685*(y^(x&(~y|8943161428576569036))) + 49374*(8943161428576569036&(x|~y)) + 3735936685*((x&y)|~(x^(y^8943161428576569036))) + 18446744073709452868*(~x|(y|8943161428576569036)),  49374 + 3735936685*x
22415570736*(6192553011617026098^~(~x|(6192553011617026098^z))) + 18446744066237678246*(~(x|6192553011617026098)|~(x^(6192553011617026098^z))) + 18446744066237678246*(~z|~(x^6192553011617026098)) + 7471873370*((x&z)|(6192553011617026098&~z)) + 18446744062501741561*(x|~z) + 29887444106*(z^~(x|~6192553011617026098)) + 26151507421*(z|~(x|6192553011617026098)) + 18446744032614297455*(z|~(x|~6192553011617026098)),  49374 + 3735936685*x
18446744073709452868*~(~x|(y|6212820475213651354)) + 3736035433*(~(x&y)&(y^6212820475213651354)) + 18446744069973516183*((x&6212820475213651354)^~(x^(y&6212820475213651354))) + 3735986059*~(~x&(y|6212820475213651354)) + 18446744073709502242*((x&y)|(y^6212820475213651354)) + 18446744073709502242*((y&6212820475213651354)|(x&(y|6212820475213651354))),  49374 + 3735936685*x
18446744069973664305*~(x|(~4706148178040340683|z)) + 3735887311*(z^~(x&~4706148178040340683)) + 18446744073709502242*(4706148178040340683^(x&(4706148178040340683|z))) + 18446744069973664305*~(x^(~4706148178040340683&z)) + 18446744073709502242*~(x&(4706148178040340683^z)) + 3735936685*(4706148178040340683^~(~x|(4706148178040340683&z))),  49374 + 3735936685*x
18446744073175825215*~z + 1601129829*(7981614567208274049^~(x&(~7981614567208274049&z))) + 18446744072108421787*(~(x&7981614567208274049)&(7981614567208274049^z)) + 3735936685*(x|(7981614567208274049^z)) + 18446744072108421787*(~(x|~7981614567208274049)|(x^(7981614567208274049^z))) + 1067403428*(z^~(x|7981614567208274049)) + 2668533257*(x|(7981614567208274049&z)) + 18446744071574695386*(x|(~7981614567208274049|z)),  49374 + 3735936685*x
3735936685*((x|2367637592858364346)&~(x^(2367637592858364346^z))) + 18446744066237678246*((2367637592858364346&~z)^(~x|(2367637592858364346^z))) + 18446744073709502242*(~2367637592858364346|(x^z)) + 18446744069973565557*(z^(~x|(~2367637592858364346&z))) + 18446744073709502242*((x&2367637592858364346)|(x^(2367637592858364346^z))) + 3735986059*(~z|~(x^2367637592858364346)) + 18446744069973614931*(2367637592858364346^(~x&(2367637592858364346^z))) + 7471873370*(z|~(x|2367637592858364346)),  49374 + 3735936685*x
18446744073709502242*(5373033697279406381^~(~x|(5373033697279406381^z))) + 18446744073709502242*~(x&5373033697279406381) + 18446744073709452868*(x&(5373033697279406381&z)) + 3735936685*((5373033697279406381&~z)|~(~x|(~5373033697279406381&z))) + 18446744069973664305*(5373033697279406381^(x&~z)) + 3735936685*((x&5373033697279406381)^(x^(5373033697279406381&z))),  49374 + 3735936685*x
12297829383718313723*(y^(x|(y&5094131210274500713))) + 12297829383718363097*~(y&5094131210274500713) + 12297829383718363097*(y&(x^5094131210274500713)) + 3735936685*(y^(x|(~y&5094131210274500713))) + 12297829379982377038*(~x|(y^5094131210274500713)) + 6148914697463061889*(x&y) + 12297829383718313723*(~(x^y)|(x^5094131210274500713)) + 18446744069973614931*(y|(x^5094131210274500713)),  49374 + 3735936685*x
7471823996*(2497794179156263610^(x|(y|2497794179156263610))) + 7471873370*(y^~(x&(y^2497794179156263610))) + 18446744062501741561*(2497794179156263610^~(~x&(~y&2497794179156263610))) + 3735936685*((x|y)&(x^(y^2497794179156263610))) + 18446744066237727620*((x|y)&~(y^2497794179156263610)) + 3735887311*((x&y)^(x^(~y|2497794179156263610))) + 3735887311*((x&y)^(x^(y&2497794179156263610))),  49374 + 3735936685*x
2134806856*~(y&2964740203133890181) + 3202210284*(2964740203133890181^(x&(y|2964740203133890181))) + 18446744069973614931*(~(x&y)&~(x^(y^2964740203133890181))) + 2668533257*(y&(x|~2964740203133890181)) + 5870743541*((x&2964740203133890181)|~(y|2964740203133890181)) + 18446744068372485102*(2964740203133890181^~(x|~y)) + 18446744069439888530*(y|~2964740203133890181) + 4803340113*(y^(x&(y^2964740203133890181))),  49374 + 3735936685*x
18446744069973614931*(y^~(x&(~y&6739357198870898632))) + 14757395254484507396*((x|y)&(y^6739357198870898632)) + 14757395258220444081*(y^~(~x&(y|6739357198870898632))) + 14757395261956380766*(x^(y&6739357198870898632)) + 14757395258220444081*(x|(y^6739357198870898632)) + 14757395265692317451*~(~x&(y&6739357198870898632)) + 11068046442731336546*((x&y)^(x^(~y|6739357198870898632))) + 14757395258220444081*~(x&(~y&6739357198870898632)),  49374 + 3735936685*x
3735936685*(z^(~x|(~3415084211236134360|z))) + 18446744058765804876*~(x|(3415084211236134360^z)) + 18446744066237678246*(3415084211236134360^(x&z)) + 18446744055029917565*(3415084211236134360&~(x^z)) + 18446744073709502242*((3415084211236134360&~z)|~(~x|(~3415084211236134360&z))) + 11207810055*(3415084211236134360&~(x&~z)) + 11207810055*(3415084211236134360|~(x^z)) + 18446744073709502242*~(x&~z),  49374 + 3735936685*x
7905747460161222300*(y&~6705716915371792168) + 13176245766935386958*(~y&~(x^6705716915371792168)) + 2635249153387057642*(~(x|y)|~(x^(y^6705716915371792168))) + 5270498310510101343*x + 15811494920322444600*(x|~y) + 10540996613548279942*(y^(x&~6705716915371792168)) + 5270498306774164658*((x&y)|~(y^6705716915371792168)),  49374 + 3735936685*x
18446744069973647847*(~x&(~3569895506436367140&z)) + 18446744069973631389*(z^(x|~3569895506436367140)) + 3735920227*~(x^(3569895506436367140^z)) + 18446744069973598473*(~x|(~3569895506436367140&z)) + 3735920227*(3569895506436367140^(x|(~3569895506436367140&z))) + 3735903769*(3569895506436367140^~(x&(3569895506436367140|z))) + 18446744073709535158*(3569895506436367140|(x^z)),  49374 + 3735936685*x
7471873370*(4206081610343028114^~(~x&(~4206081610343028114|z))) + 11207859429*(4206081610343028114&(x|~z)) + 3735837937*(4206081610343028114^~(x&z)) + 49374*(z&(x|~4206081610343028114)) + 18446744069973614931*(z^~(x|(~4206081610343028114&z))) + 18446744066237727620*~(4206081610343028114^z) + 7471873370*(z^~(x|4206081610343028114)) + 18446744066237579498*(4206081610343028114|(x&z)),  49374 + 3735936685*x
14757395255978882070*(y^~(~x|(y^3328277973613317754))) + 14757395255978882070*(y^(x&(y|3328277973613317754))) + 11068046445720085894*(~y|(x^3328277973613317754)) + 7378697627989416348*((x&y)|(x^(y^3328277973613317754))) + 14757395259714818755*~(x^3328277973613317754) + 11068046441984149209*(3328277973613317754^~(x|y)) + 3689348821466606231*(x|y),  49374 + 3735936685*x
3736035433*(y^~(~x&(y^7686749551795259096))) + 3736084807*(7686749551795259096&~(x^y)) + 18446744069973565557*~(x^7686749551795259096) + 7471922744*((x&7686749551795259096)|(y&~7686749551795259096)) + 3735936685*(y^~(x&(y&7686749551795259096))) + 18446744069973565557*(7686749551795259096^~(x|~y)) + 18446744069973516183*~(~x&(y&7686749551795259096)) + 18446744073709502242*(7686749551795259096^(x&~y)),  49374 + 3735936685*x
3735887311*(1831965112797272172^(x|(y&1831965112797272172))) + 8290212872580084589*~x + 10156531197393530342*(1831965112797272172^(x&y)) + 10156531197393530342*~(x^(y&1831965112797272172)) + 18446744069973664305*(y^(~x&(y|1831965112797272172))) + 8290212880051908585*((x&y)|~(y|~1831965112797272172)) + 3735887311*((x&1831965112797272172)^~(x^(~y&1831965112797272172))),  49374 + 3735936685*x
6947431610377571733*(~(x&~y)&(y^4612796628276289367)) + 13894863213283319470*~(x|(y^4612796628276289367)) + 4551880852954358776*(x^(~y|4612796628276289367)) + 11499312459596043198*(4612796628276289367^(~x&(y|4612796628276289367))) + 6947431610377571733*~(x^(y|4612796628276289367)) + 11499312467067867194*((x^y)|~(x^4612796628276289367)) + 3735936685*((x&y)|~(x^(y^4612796628276289367))) + 6947431610377571733*(4612796628276289367|(x^y)),  49374 + 3735936685*x
18446744069973565557*(z^~(~x&(~7745331254340096948|z))) + 3735887311*(z^(~x&(~7745331254340096948|z))) + 18446744069973614931*((x&z)|(7745331254340096948&~z)) + 18446744066237678246*((x&7745331254340096948)^(x^(~7745331254340096948|z))) + 7471873370*(7745331254340096948|(x^z)) + 3735936685*(z|~(x^7745331254340096948)),  49374 + 3735936685*x
3735887311*(8681043537985196895^(x|(~y|8681043537985196895))) + 18446744069973664305*(y^~(x&(~y&8681043537985196895))) + 18446744069973614931*~(y|~8681043537985196895) + 3735936685*(y^(x|(y|8681043537985196895))) + 18446744073709502242*~(x&(y|8681043537985196895)) + 3735887311*(8681043537985196895&(x|~y)),  49374 + 3735936685*x
18446744069973664305*(z^(x|(~2313081617257697424|z))) + 18446744073709502242*(2313081617257697424^~(x&(2313081617257697424^z))) + 18446744069973614931*(2313081617257697424^~(~x|(2313081617257697424^z))) + 11207760681*(2313081617257697424^(x&(~2313081617257697424|z))) + 11207760681*(~(x^2313081617257697424)&~(x^z)) + 18446744066237678246*(z^~(x|(2313081617257697424&z))),  49374 + 3735936685*x
18446744073709502242*(~(x^7493003433681241256)&(x^z)) + 11207760681*(x&~7493003433681241256) + 18446744069973614931*(7493003433681241256^(x|~z)) + 3735936685*(7493003433681241256^(~x&(~7493003433681241256|z))) + 18446744069973614931*(~7493003433681241256|~(x^z)) + 3735936685*(~(x&~7493003433681241256)&~(7493003433681241256^z)) + 18446744073709502242*((x&z)^~(x^(~7493003433681241256&z))),  49374 + 3735936685*x
13176245768002790386*((x&y)^~(x^(y&2604314965018680122))) + 10540996615149409771*(x&~y) + 2635249152853380615*(~(x&~y)&~(x^(y^2604314965018680122))) + 13176245764266853701*~x + 15811494920856171001*((x&2604314965018680122)|~(y|2604314965018680122)) + 10540996615149409771*(y^~(x|(y&2604314965018680122))) + 10540996615149409771*(x|y),  49374 + 3735936685*x
14757395257473256744*(7009307149625188916^(~x|(~y|7009307149625188916))) + 11068046444972898557*(~7009307149625188916&~(x^y)) + 7378697625000716374*(~x&(~y|7009307149625188916)) + 7378697632472540370*(7009307149625188916^~(~x&(y|7009307149625188916))) + 14757395261209193429*((x&7009307149625188916)|~(y|7009307149625188916)) + 3689348816236245498*(7009307149625188916|~(x|~y)),  49374 + 3735936685*x
18446744062501692187*~z + 3735936685*(8379873835226956361^~(~x&(8379873835226956361^z))) + 3735986059*(z^~(~x&(8379873835226956361|z))) + 18446744073709502242*(8379873835226956361^(x|(8379873835226956361^z))) + 11207859429*(z^~(x&8379873835226956361)) + 18446744069973565557*(~z|~(x^8379873835226956361)) + 18446744055029818817*(~(x&~8379873835226956361)&~(8379873835226956361^z)) + 14943746740*(8379873835226956361^~(x|z)),  49374 + 3735936685*x
7471922744*(z^(~x|(~8301647180689303115|z))) + 18446744058765755502*(z^(x|8301647180689303115)) + 18446744047557896073*(~(x&8301647180689303115)&~(8301647180689303115^z)) + 3735936685*((8301647180689303115&~z)|~(x|(~8301647180689303115&z))) + 14943746740*(8301647180689303115^(x|(8301647180689303115^z))) + 14943746740*(z^~(x&(8301647180689303115&z))) + 18446744055029769443*(z^(~x&(8301647180689303115|z))) + 7471922744*(8301647180689303115^~(~x|(8301647180689303115&z))),  49374 + 3735936685*x
3689348812500358187*((x^4076129158307831260)&~(x^z)) + 11068046444972898557*(4076129158307831260^(~x|(~4076129158307831260|z))) + 3735887311*(~x&(4076129158307831260|z)) + 7378697625000716374*~(x&(~4076129158307831260|z)) + 3689348819972182183*(x|~z) + 3689348812500358187*((x&~4076129158307831260)|(x^(4076129158307831260^z))) + 14757395257473256744*(~(x&~4076129158307831260)&~(4076129158307831260^z)) + 14757395261209193429*(z|(x&4076129158307831260)),  49374 + 3735936685*x
18446744066237628872*((x^1358154704473505026)&(x^z)) + 18446744069973614931*(~(x&~1358154704473505026)&~(x^(1358154704473505026^z))) + 3735936685*((x&~1358154704473505026)|~(x^(1358154704473505026^z))) + 3735936685*(1358154704473505026^(x&(~1358154704473505026|z))) + 18446744073709502242*~(x^1358154704473505026) + 7471922744*((x|1358154704473505026)&~(1358154704473505026^z)) + 18446744069973565557*(1358154704473505026^~(~x|(1358154704473505026&z))),  49374 + 3735936685*x
18446744073709502242*~(x|(4608079551001476958|z)) + 18446744066237727620*~(x|~4608079551001476958) + 3735887311*((x&4608079551001476958)^(4608079551001476958|z)) + 18446744069973664305*(z^~(x|(~4608079551001476958&z))) + 3735887311*(~(x^4608079551001476958)|~(x^z)) + 3735887311*(~(x|~4608079551001476958)|(x^(4608079551001476958^z))) + 7471823996*(4608079551001476958|(x&z)) + 18446744066237727620*(4608079551001476958|z),  49374 + 3735936685*x
49374*(z^(~x|(~3054101726064559307|z))) + 18446744073709452868*~(~x|(3054101726064559307&z)) + 49374*(3054101726064559307^(x|(3054101726064559307^z))) + 3735986059*x + 18446744073709502242*(~(x|3054101726064559307)|~(3054101726064559307^z)) + 49374*~(3054101726064559307&~z) + 18446744073709452868*(~x|(~3054101726064559307|z)),  49374 + 3735936685*x
18446744066237678246*~(x|(~y|1436988719423438665)) + 12297829387454250408*(y^(x|(~y|1436988719423438665))) + 12297829379982426412*(y^~(x&~1436988719423438665)) + 12297829394926123778*(y^~(~x|(y^1436988719423438665))) + 12297829372510553042*(1436988719423438665^~(~x&(y&1436988719423438665))) + 12297829376246489727*(1436988719423438665&~(x&y)) + 18446744069973614931*(1436988719423438665^~(~x|(y&1436988719423438665))) + 7471823996*(1436988719423438665|~(x^y)),  49374 + 3735936685*x
18446744069973664305*((x&z)^~(x^(1294487687844416719&z))) + 10376478893685692921*~(1294487687844416719&z) + 8070265183759746006*(1294487687844416719&~(x&z)) + 8070265183759746006*((x|1294487687844416719)&(x^(1294487687844416719^z))) + 3735936685*(x&z) + 2306213706190059604*(1294487687844416719&~(x&~z)) + 8070265183759696632*~(x&~z),  49374 + 3735936685*x
18446744062501741561*(4709730810292822874^(~x|(y|4709730810292822874))) + 18679634051*(4709730810292822874^~(x&~y)) + 18446744066237678246*(~(x&y)&(y^4709730810292822874)) + 7471823996*(4709730810292822874^(x&(y|4709730810292822874))) + 18446744062501790935*~(x^(y^4709730810292822874)) + 3735887311*((x&~y)|~(y^4709730810292822874)),  49374 + 3735936685*x
14379380418819119340*(y&~(x&4062303249574131953)) + 4067363654890382902*(y^(x&4062303249574131953)) + 7189690209409584357*((x&y)^(y|4062303249574131953)) + 7189690213145471668*~(~x&(~y|4062303249574131953)) + 49374*y + 18446744073709502242*(~x|(y&4062303249574131953)) + 7189690213145471668*(4062303249574131953^~(~x|(y&4062303249574131953))) + 4067363651154495591*(y|(x^4062303249574131953)),  49374 + 3735936685*x
