9925453257363832303*~(y|~5148131303079159687) + 7471873370*(y^(~x|(y|5148131303079159687))) + 18446744069973614931*~y + 4260645406304891314*(y^5148131303079159687) + 3735936685*(y^(x|(y^5148131303079159687))) + 9925453264835705673*(y^~(x|(y^5148131303079159687))) + 4260645406304891314*~(x^(y&5148131303079159687)) + 4260645402568954629*~(x^(y|5148131303079159687)),  3735936685*~x
14943746740*~(x|(~4608079551001476958|z)) + 18446744066237678246*((x&4608079551001476958)^~(x^(~4608079551001476958|z))) + 3735936685*(4608079551001476958^~(x&~z)) + 18446744069973614931*~(x&z) + 18446744066237678246*(4608079551001476958^(~x|(4608079551001476958^z))) + 18446744069973614931*(4608079551001476958&(x|z)) + 11207810055*(x|(~4608079551001476958|z)),  3735936685*~x
3735936685*~(x|(3054101726064559307&z)) + 18446744069973614931*(z^(x|(~3054101726064559307&z))) + 3735936685*((x&~3054101726064559307)|~(x^(3054101726064559307^z))) + 3735936685*((x|~3054101726064559307)&(x^(3054101726064559307^z))) + 18446744069973614931*(x^(3054101726064559307^z)) + 18446744069973614931*((x&z)|~(3054101726064559307|z)) + 3735936685*(3054101726064559307^(x&~z)),  3735936685*~x
3735936685*(y^(x|(y|1436988719423438665))) + 18446744069973614931*(1436988719423438665^(x|~y)) + 3735936685*((x&1436988719423438665)^~(y&~1436988719423438665)) + 3735936685*~(~x|(~y&1436988719423438665)) + 18446744066237678246*(x|(~y&1436988719423438665)) + 18446744069973614931*~(x&~1436988719423438665) + 7471873370*(~x|(y|1436988719423438665)),  3735936685*~x
17726523289367495006*(~1294487687844416719&~(x^z)) + 1440441572420049905*((x&1294487687844416719)^~(x^(~1294487687844416719|z))) + 360110395906964990*(~(x&1294487687844416719)&(1294487687844416719^z)) + 18086633677802586626*((x&z)^(x^(~1294487687844416719&z))) + 18446744069973614931*~(~x&(~1294487687844416719|z)) + 720220788077993295*(~(x^1294487687844416719)|(x^z)) + 1080331176513084915*z + 16646192112854410091*(x|(1294487687844416719|z)),  3735936685*~x
16458761589714059475*(~y&~(x^4709730810292822874)) + 14470779101982630649*(4709730810292822874^(x|~y)) + 1987982487731428826*~(x&(y|4709730810292822874)) + 16458761589714059475*(x^(~y|4709730810292822874)) + 2981973727861206554*~(x^(y^4709730810292822874)) + 17452752829843837203*(x&(~y|4709730810292822874)) + 16458761589714059475*(y&~(x&~4709730810292822874)) + 2981973727861206554*((x&y)|~(y^4709730810292822874)),  3735936685*~x
18446744069973614931*~4062303249574131953 + 3735936685*(y^(~x|(y&4062303249574131953))) + 3735936685*((x&y)^(y|~4062303249574131953)) + 18446744069973614931*~(x^(y|4062303249574131953)) + 3735936685*(4062303249574131953^~(x&(~y|4062303249574131953))),  3735936685*~x
15092790607120882844*(~(x&y)&(x^(y^31779678592960824))) + 13415813870090611773*(y^(~x|(~y|31779678592960824))) + 10061860407237879686*(~x&(~y|31779678592960824)) + 11738837140532214072*(31779678592960824^~(~x|(~y&31779678592960824))) + 6707906936913274229*((x&31779678592960824)|~(y|31779678592960824)) + 15092790607120882844*((x&y)|(y^31779678592960824)) + 6707906936913274229*(y|~(x|31779678592960824)) + 8384883666471671930*(x|31779678592960824),  3735936685*~x
3735936685*(~2614492476022051401&(x^y)) + 18446744069973614931*((x&y)^~(x^(~y|2614492476022051401))) + 3735936685*(~x|(y^2614492476022051401)),  3735936685*~x
18446744069973614931*(y^~(~x|(~y&3325585534757132450))) + 3735936685*~(x&(y|3325585534757132450)) + 18446744069973614931*(3325585534757132450^(~x&(~y|3325585534757132450))) + 3735936685*(3325585534757132450^~(x|(y&3325585534757132450))),  3735936685*~x
4557272303559010957*(x&~z) + 3735936685*(z^~(x&(~5635797144350838197&z))) + 4557272314766821012*~(x|~z) + 3735936685*((x&5635797144350838197)|~(5635797144350838197|z)) + 4557272307294947642*(z^(~x&(~5635797144350838197|z))) + 13889471762678667289*(x|(~5635797144350838197|z)),  3735936685*~x
6523592533757342677*~(~x|(y&2639140438886489746)) + 7647626072527629147*(~(x&y)&~(y^2639140438886489746)) + 5399559002458929577*~(x&2639140438886489746) + 17322710538675201831*(~2639140438886489746|(x^y)) + 6523592537493279362*(y^(x|(~y&2639140438886489746))) + 11923151536216272254*((x|y)&~(y^2639140438886489746)) + 17322710538675201831*(2639140438886489746|~(x|y)) + 7647626072527629147*(~x|(y|2639140438886489746)),  3735936685*~x
3735936685*((x&63658220538163251)|~(y|63658220538163251)) + 18446744066237678246*x + 18446744069973614931*(63658220538163251|(x^y)) + 7471873370*(x|(y|63658220538163251)),  3735936685*~x
22415620110*(4440980893319512429^~(x&(4440980893319512429^z))) + 18446744055029868191*~4440980893319512429 + 11207810055*((4440980893319512429&~z)^(~x|(4440980893319512429^z))) + 18446744066237678246*(z^~(~x|(~4440980893319512429&z))) + 3735936685*((x&4440980893319512429)|~(4440980893319512429|z)) + 18446744055029868191*~(x^4440980893319512429) + 11207810055*(z&(x|~4440980893319512429)) + 3735936685*(z^~(x|(~4440980893319512429&z))),  3735936685*~x
3735936685*((x|991993846984519861)&~(x^(991993846984519861^z))) + 3735936685*(x^(991993846984519861&z)) + 3735936685*(~(x|991993846984519861)|(x^(991993846984519861^z))) + 3735936685*(991993846984519861&(x|z)) + 18446744066237678246*((x&991993846984519861)^(x^(991993846984519861&z))) + 11207810055*(z^~(x|(991993846984519861&z))) + 18446744062501741561*(991993846984519861|~(x^z)),  3735936685*~x
13426872180610110669*(y&~525965900376527215) + 8407000291246606407*(~x&(y|525965900376527215)) + 5019871893099440947*(y^~(~x&(~y|525965900376527215))) + 3387128394411228775*((x&525965900376527215)|~(y|525965900376527215)) + 13426872176874173984*((x&~y)|(x^(y^525965900376527215))) + 15059615683034259526*(~y|~(x^525965900376527215)) + 5019871893099440947*y,  3735936685*~x
3735936685*(z^(x|(3872782876220926654|z))) + 3735936685*(~(x^3872782876220926654)&~(x^z)) + 18446744069973614931*(z^~(x&3872782876220926654)) + 18446744069973614931*(x&3872782876220926654) + 3735936685*(~x|(3872782876220926654&z)),  3735936685*~x
3735936685*(~8381107909252355655&(x^y)) + 18446744066237678246*(y^(x&(~y|8381107909252355655))) + 7471873370*(~y|(x^8381107909252355655)) + 18446744066237678246*(y^~(x&(y|8381107909252355655))) + 3735936685*((x&y)|(x^(y^8381107909252355655))) + 3735936685*(y|~(x|8381107909252355655)),  3735936685*~x
6148914689991204977*(~y&(x^7946912733204719233)) + 12297829383718346639*((y&7946912733204719233)^~(x&(y^7946912733204719233))) + 6148914689991204977*(y^~(x&~7946912733204719233)) + 12297829376246473269*~(~x|(y^7946912733204719233)) + 12297829383718346639*(x^(y^7946912733204719233)) + 12297829383718346639*~(~x&(~y|7946912733204719233)) + 3735936685*(~(x|y)|~(y^7946912733204719233)),  3735936685*~x
3735936685*((x&~7641133913668708792)|(7641133913668708792^z)) + 12297829383718346639*(7641133913668708792&~(x&z)) + 6148914693727141662*((x|~7641133913668708792)&~(7641133913668708792^z)) + 12297829383718346639*~(x^(7641133913668708792&z)) + 6148914693727141662*~(x^(~7641133913668708792|z)) + 18446744066237678246*~(~x&(~7641133913668708792|z)) + 6148914689991204977*((7641133913668708792&~z)^(x|(7641133913668708792^z))) + 6148914693727141662*(7641133913668708792|(x&z)),  3735936685*~x
3735936685*~(y|~2265187063552069342) + 7471873370*(y^~(~x|(~y&2265187063552069342))) + 18446744069973614931*~(x^(~y|2265187063552069342)) + 7471873370*((x&y)|(y^2265187063552069342)) + 3735936685*~(y^2265187063552069342) + 18446744066237678246*(x|(y|2265187063552069342)),  3735936685*~x
3735936685*((x&4889390124191237751)^(y|4889390124191237751)) + 18446744069973614931*~(x&4889390124191237751) + 18446744066237678246*(x&(y|4889390124191237751)) + 3735936685*(~(x^y)|~(x^4889390124191237751)) + 3735936685*~(~x&(y^4889390124191237751)),  3735936685*~x
7471873370*(6082972669558030370^(x|(~y|6082972669558030370))) + 18446744066237678246*((x^y)&(x^6082972669558030370)) + 7471873370*~(x|~y) + 18446744066237678246*((y&~6082972669558030370)|~(x|(~y&6082972669558030370))) + 3735936685*(6082972669558030370^(x&(~y|6082972669558030370))) + 3735936685*~(x^(~y&6082972669558030370)) + 18446744069973614931*((x&6082972669558030370)|~(y|6082972669558030370)) + 3735936685*(~(x&~y)&~(y^6082972669558030370)),  3735936685*~x
3735936685*(y&~(x^1323345687445982425)) + 18446744066237678246*(x&(~y|1323345687445982425)) + 18446744066237678246*(~(x|y)|~(y^1323345687445982425)) + 3735936685*~(x&(~y&1323345687445982425)) + 11207810055*~(y&~1323345687445982425) + 18446744069973614931*(~x|(y|1323345687445982425)),  3735936685*~x
18446744069973614931*~(~x|(1781094758398651117|z)) + 18446744069973614931*(x&~1781094758398651117) + 3735936685*(1781094758398651117^(~x|(1781094758398651117|z))) + 3735936685*((x^1781094758398651117)&(x^z)) + 18446744069973614931*(1781094758398651117&(x|z)) + 3735936685*(1781094758398651117|(x&~z)),  3735936685*~x
3735936685*~(x&(~y|8543084072013866622)) + 3735936685*(~(x|~y)|~(y^8543084072013866622)) + 18446744069973614931*(y|~8543084072013866622),  3735936685*~x
2576308918533751303*(2737090802705110243^~(~x&(y|2737090802705110243))) + 8579294810023290496*(~x|(~y&2737090802705110243)) + 8579294806287353811*(~(x|~y)|(y^2737090802705110243)) + 9867449263686261120*(x&2737090802705110243) + 9867449267422197805*~(x^(y|2737090802705110243)) + 1288154461134843994*((y&2737090802705110243)|(~x&(y|2737090802705110243))) + 15870435155175800313*(~(x^y)|(x^2737090802705110243)),  3735936685*~x
16099235677551842512*~z + 7471873370*(~x&(~6766967670010343580&z)) + 1173754198078854552*~(6766967670010343580&z) + 18446744069973614931*(6766967670010343580^(~x&(6766967670010343580|z))) + 1173754201814791237*(6766967670010343580|~(x|z)) + 16099235677551842512*z + 1173754198078854552*(z|(x&~6766967670010343580)),  3735936685*~x
14099172489433100784*(~x&(~1450099359533043853&z)) + 4347571588012387517*(1450099359533043853^(~x|(1450099359533043853&z))) + 4347571591748324202*(1450099359533043853^~(~x&(~1450099359533043853&z))) + 3735936685*(1450099359533043853&~(x&z)) + 4347571591748324202*(1450099359533043853&~(x&~z)) + 4347571584276450832*(x|1450099359533043853) + 9751600897684776582*~(~x&(~1450099359533043853&z)),  3735936685*~x
18446744069973614931*(x&(y^2511341968003954983)) + 3735936685*(~x|(y^2511341968003954983)),  3735936685*~x
3735936685*(~(x&y)&(x^(y^3364999979909580099))) + 3735936685*(~x&(~y|3364999979909580099)) + 3735936685*(3364999979909580099^~(x&(~y|3364999979909580099))) + 18446744069973614931*~(~x&(y&3364999979909580099)),  3735936685*~x
18446744069973614931*(6085579419263012644^(x|(y&6085579419263012644))) + 3735936685*(6085579419263012644^~(~x&(~y|6085579419263012644))) + 3735936685*((x&y)^(y|6085579419263012644)) + 18446744069973614931*(x&(y&6085579419263012644)) + 7471873370*(~(x^y)&~(x^6085579419263012644)) + 18446744069973614931*(6085579419263012644^~(x|(y&6085579419263012644))),  3735936685*~x
7471873370*~(~x|(y^522596675962896884)) + 18446744066237678246*(y&(x|~522596675962896884)) + 18446744069973614931*(522596675962896884^~(x&(y|522596675962896884))) + 18446744066237678246*(y^~(x&(y&522596675962896884))) + 7471873370*(~y|~(x^522596675962896884)) + 18446744069973614931*(522596675962896884|(x&~y)) + 7471873370*(~x|(y|522596675962896884)),  3735936685*~x
18446744055029868191*(y^~(~x&(~y&1788694832252363314))) + 11207810055*(1788694832252363314^~(x&(~y&1788694832252363314))) + 18446744051293931506*(y&(x^1788694832252363314)) + 11207810055*(1788694832252363314^(x|(~y&1788694832252363314))) + 18446744069973614931*(y^~(~x&(~y|1788694832252363314))) + 11207810055*((y&~1788694832252363314)^(~x|(y^1788694832252363314))) + 18446744066237678246*((x&y)|(y^1788694832252363314)) + 7471873370*((y&1788694832252363314)|(x&(y|1788694832252363314))),  3735936685*~x
7471873370*~(x|~y) + 18446744069973614931*(y^~(~x|(y^6680606245937857360))) + 3735936685*(y^~(~x&(y&6680606245937857360))) + 3735936685*(~6680606245937857360|~(x^y)) + 18446744069973614931*(~x|(~y|6680606245937857360)),  3735936685*~x
16081371265007832476*(~3473122987391567503&~(x^y)) + 13715998456306113336*(~x&(y^3473122987391567503)) + 4730745617403438280*((x|y)&(y^3473122987391567503)) + 4730745621139374965*~x + 16081371265007832476*(~3473122987391567503|(x^y)) + 2365372808701719140*(y^~(x&(y|3473122987391567503))) + 16081371265007832476*(~x|(y|3473122987391567503)),  3735936685*~x
3735936685*(y^(x&(~y|2791985431963947558))) + 3735936685*~(x^(y&2791985431963947558)) + 18446744069973614931*~(~x&(~y|2791985431963947558)),  3735936685*~x
3735936685*(y^~(~x|(~y&1444025263810046240))) + 18446744069973614931*(y^(x&(y|1444025263810046240))) + 18446744066237678246*~(~x|(y^1444025263810046240)) + 3735936685*(1444025263810046240^(~x&(y|1444025263810046240))) + 3735936685*(~(x|y)|~(y^1444025263810046240)),  3735936685*~x
3735936685*~(x|(3394052206019255942&z)) + 18446744069973614931*((x&3394052206019255942)|(3394052206019255942^z)) + 3735936685*(3394052206019255942|z),  3735936685*~x
6107306702111470852*(~z&~(x^8665776065473448513)) + 5932032147713012790*(~(x&8665776065473448513)&(8665776065473448513^z)) + 158457692057351728*(8665776065473448513^z) + 6107306702111470852*(8665776065473448513&(x^z)) + 6073672977429258184*(~(x&~8665776065473448513)&~(x^(8665776065473448513^z))) + 12356254237675123783*~x + 12356254233939187098*(~(x&8665776065473448513)&~(x^(8665776065473448513^z))),  3735936685*~x
2988749348*(~x&(~7854719721852500050&z)) + 2988749348*(~x&(7854719721852500050&z)) + 1494374674*~(x&z) + 2241562011*(z^(~x|(~7854719721852500050&z))) + 18446744072215176942*(x&7854719721852500050) + 18446744072962364279*(~(x|~7854719721852500050)|(x^(7854719721852500050^z))) + 18446744072962364279*(z|(x&~7854719721852500050)) + 747187337*(z|~(x|~7854719721852500050)),  3735936685*~x
18446744069973614931*(z^(x|2528273962476827464)) + 3735936685*(z^~(~x&(~2528273962476827464&z))) + 18446744069973614931*(x&(2528273962476827464&z)) + 3735936685*(~(x&~2528273962476827464)&(x^(2528273962476827464^z))) + 18446744069973614931*(x&z) + 3735936685*(z&(x|2528273962476827464)),  3735936685*~x
3735936685*(x^z) + 18446744069973614931*((x&z)^(7721763851449368697|z)) + 11207810055*(z^(x&7721763851449368697)) + 7471873370*(z^(~x|(~7721763851449368697&z))) + 7471873370*((x|7721763851449368697)&~(7721763851449368697^z)) + 18446744069973614931*(7721763851449368697^(~x&(7721763851449368697^z))) + 18446744066237678246*(x|(7721763851449368697&z)) + 18446744069973614931*~(7721763851449368697&~z),  3735936685*~x
7471873370*(y^615444142711792771) + 3735936685*~(x|~y) + 7471873370*((x|~y)&~(y^615444142711792771)) + 18446744069973614931*(x|~615444142711792771) + 18446744069973614931*(x|(y^615444142711792771)),  3735936685*~x
3735936685*(z^(x|(7810172069194051604|z))) + 11207810055*(x^(~7810172069194051604|z)) + 14943746740*(x^7810172069194051604) + 11207810055*(~(x|~7810172069194051604)|(7810172069194051604^z)) + 18446744047557994821*((x^7810172069194051604)|(x^z)) + 7471873370*((7810172069194051604&~z)^(x|(7810172069194051604^z))) + 18446744066237678246*(z^~(x|7810172069194051604)),  3735936685*~x
16389471107578162287*((x|~y)&(y^5192285377187859867)) + 3735936685*(y&~(x&5192285377187859867)) + 11207810055*(5192285377187859867^~(~x&(y|5192285377187859867))) + 2057272958659515959*(5192285377187859867^~(~x|(~y&5192285377187859867))) + 2057272969867326014*(y^(~x&(~y|5192285377187859867))) + 16389471096370352232*~(x&(~y&5192285377187859867)) + 7471873370*(5192285377187859867|(x^y)),  3735936685*~x
12297829383718346639*(y^(x|6049607220821913127)) + 12297829379982409954*((x&~y)|(y^6049607220821913127)) + 7471873370*(~(x&y)&~(x^(y^6049607220821913127))) + 12297829376246473269*(y^(x|~6049607220821913127)) + 6148914693727141662*((x^y)|(x^6049607220821913127)) + 6148914693727141662*(~(x|y)|~(y^6049607220821913127)) + 6148914686255268292*(6049607220821913127&(x|y)) + 6148914693727141662*(y^~(~x|(y&6049607220821913127))),  3735936685*~x
18446744066237678246*(2731688672849133881^(x|y)) + 12463800318317104195*(~y&~(x^2731688672849133881)) + 18446744069973614931*(2731688672849133881&(x|~y)) + 12463800303373357455*(y&2731688672849133881) + 5982943755392447421*(2731688672849133881^(x&~y)) + 12463800325788977565*(~(x|~y)|(x^(y^2731688672849133881))) + 7471873370*(y^(~x&(y^2731688672849133881))) + 5982943759128384106*(2731688672849133881^~(x|(y&2731688672849133881))),  3735936685*~x
18446744062501741561*(z^(x|6956960929541388366)) + 18446744066237678246*(~(x&~6956960929541388366)&~(x^(6956960929541388366^z))) + 18446744069973614931*((x&6956960929541388366)^(6956960929541388366|z)) + 14943746740*~(x&(6956960929541388366&z)) + 7471873370*~(6956960929541388366^z) + 3735936685*(z^(x&~6956960929541388366)) + 18446744058765804876*((x&~6956960929541388366)|~(6956960929541388366^z)) + 3735936685*(6956960929541388366|~(x^z)),  3735936685*~x
9687404141053936851*(~x&(~y&3612944443498381693)) + 3735936685*(x&(~y&3612944443498381693)) + 18446744069973614931*(y^~(x|(~y&3612944443498381693))) + 9687404137318000166*(x&(~y|3612944443498381693)) + 8759339936391551450*((y&~3612944443498381693)^(x|(y^3612944443498381693))) + 7471873370*(y|~(x|3612944443498381693)) + 18446744069973614931*(y|(x&3612944443498381693)),  3735936685*~x
3735936685*(~2076822261739305871&~(x^z)) + 7471873370*~(x&(~2076822261739305871|z)) + 18446744066237678246*(x^2076822261739305871) + 3735936685*((x|~2076822261739305871)&(x^(2076822261739305871^z))) + 18446744066237678246*~(x^2076822261739305871) + 3735936685*(2076822261739305871^~(~x|(2076822261739305871&z))),  3735936685*~x
18446744070720802268*(x&~z) + 3735936685*(z^(~x|(8763587067603436813|z))) + 18446744072215176942*(8763587067603436813^~(x&~z)) + 1494374674*((x&z)^~(8763587067603436813&~z)) + 2241562011*(z^(x&(8763587067603436813|z))) + 18446744072215176942*(8763587067603436813^~(x|(8763587067603436813^z))) + 1494374674*(~8763587067603436813|~(x^z)),  3735936685*~x
3735936685*(x&~y) + 18446744069973614931*((x&y)^~(x^(~y|8776148309697552254))) + 3735936685*(8776148309697552254^~(x&(~y&8776148309697552254))) + 18446744069973614931*((x&8776148309697552254)|~(y|8776148309697552254)) + 3735936685*(~x|(y&8776148309697552254)),  3735936685*~x
18446744069973614931*(y^(x|6531804899925582355)) + 11207810055*~(x|~6531804899925582355) + 18446744069973614931*(6531804899925582355^~(x&(y&6531804899925582355))) + 7471873370*(x|~6531804899925582355) + 18446744069973614931*((x&y)|(y^6531804899925582355)) + 7471873370*~(~x&(y&6531804899925582355)) + 18446744066237678246*(x|(~y|6531804899925582355)),  3735936685*~x
18446744069973614931*(x&~5031816385196071664) + 3735936685*(~(x&~y)&(y^5031816385196071664)) + 3735936685*(~(x&y)&~(y^5031816385196071664)),  3735936685*~x
11207810055*~(x|7914457577806873720) + 18446744066237678246*~7914457577806873720 + 3735936685*(7914457577806873720^(x|(y&7914457577806873720))) + 3735936685*(7914457577806873720^(x|(~y&7914457577806873720))),  3735936685*~x
18446744051293931506*(y^~(x&(~y&5701295227778930652))) + 14943746740*(5701295227778930652^~(~x&(~y&5701295227778930652))) + 11207810055*((y&5701295227778930652)^~(~x&(y^5701295227778930652))) + 18446744047557994821*(5701295227778930652^~(x&(~y&5701295227778930652))) + 18679683425*(y^(x|(~y|5701295227778930652))) + 7471873370*(5701295227778930652^~(x&(~y|5701295227778930652))) + 18446744062501741561*((x&y)|(y^5701295227778930652)) + 3735936685*(5701295227778930652^~(~x|(y&5701295227778930652))),  3735936685*~x
18446744069973614931*(z^(x|(7116691991051103759|z))) + 18446744069973614931*(z^~(~x&(7116691991051103759|z))) + 7471873370*~(x&z),  3735936685*~x
6148914686255268292*(287185005229184833^(x&(~287185005229184833|z))) + 12297829379982409954*((x|287185005229184833)&(x^(287185005229184833^z))) + 12297829383718346639*(~(x|287185005229184833)|(x^(287185005229184833^z))) + 18446744066237678246*((x&287185005229184833)|~(287185005229184833|~z)) + 18446744069973614931*((x|287185005229184833)&~(287185005229184833^z)) + 6148914693727141662*((x&287185005229184833)|~(x^(287185005229184833^z))) + 6148914701199015032*(x|(287185005229184833|z)),  3735936685*~x
12297829383718346639*((x&z)^~(3985268572551838401&~z)) + 4099276455012887738*(3985268572551838401^(x&(~3985268572551838401|z))) + 10248191159947839455*((x^3985268572551838401)|(x^z)) + 16397105842467171062*((x&3985268572551838401)|(x^(3985268572551838401^z))) + 10248191152475966085*(z^~(x&(~3985268572551838401|z))) + 16397105846203107747*(3985268572551838401&(x|z)) + 14347467614960727193*((x^3985268572551838401)|~(x^z)) + 16397105838731234377*(x|z),  3735936685*~x
18446744069973614931*(~(x&y)&(x^(y^557105042734451282))) + 3735936685*((x&557105042734451282)^~(x^(y&557105042734451282))) + 3735936685*(x^(y|557105042734451282)) + 3735936685*(y&557105042734451282) + 18446744069973614931*(557105042734451282&(x|y)),  3735936685*~x
3735936685*(y^~(x&(~y&170020551854470687))) + 3735936685*((x&y)^(y|~170020551854470687)) + 7471873370*((x&y)|~(y|~170020551854470687)) + 18446744069973614931*(x|(~y&170020551854470687)) + 18446744069973614931*(x|~y),  3735936685*~x
18446744055029868191*((x^y)&~(x^5664345446899926155)) + 18446744066237678246*(5664345446899926155^(x|(~y&5664345446899926155))) + 22415620110*(y^~(~x&(y|5664345446899926155))) + 18446744062501741561*((x|y)&~(x^(y^5664345446899926155))) + 18446744069973614931*(y^~(x|(y^5664345446899926155))) + 18446744069973614931*(~(x&~y)&(x^(y^5664345446899926155))) + 18446744058765804876*(~y|~(x^5664345446899926155)) + 22415620110*((x&y)|(y^5664345446899926155)),  3735936685*~x
12297829383718346639*~(y|~4213661787836595906) + 12297829383718346639*~(x|~y) + 6148914689991204977*(y^~(~x&(~y|4213661787836595906))) + 12297829383718346639*(~x|(~y&4213661787836595906)) + 12297829379982409954*(x&(y|4213661787836595906)) + 12297829383718346639*(~(x|~y)|(x^(y^4213661787836595906))) + 6148914689991204977*(4213661787836595906&(x|y)) + 6148914693727141662*((x&y)|~(x^(y^4213661787836595906))),  3735936685*~x
18446744069973614931*(8862676063397332146^(x&(~y|8862676063397332146))) + 18446744066237678246*(8862676063397332146^~(x&(y|8862676063397332146))) + 18446744069973614931*8862676063397332146 + 11207810055*(~x|(~y|8862676063397332146)),  3735936685*~x
18446744066237678246*~(~x|(~6052523543897250660&z)) + 3735936685*(z^~(x&(6052523543897250660&z))) + 3735936685*(~(x|6052523543897250660)|(x^(6052523543897250660^z))) + 18446744069973614931*(z^~(x&(6052523543897250660|z))) + 3735936685*(x|(6052523543897250660&z)),  3735936685*~x
6148914689991204977*(z^(x|(6162564856047755207|z))) + 6148914693727141662*(~(x&6162564856047755207)&(x^(6162564856047755207^z))) + 12297829376246473269*(6162564856047755207^(~x|(6162564856047755207&z))) + 6148914693727141662*(z^~(x&(~6162564856047755207&z))) + 12297829383718346639*((x^6162564856047755207)&(x^z)) + 6148914693727141662*((6162564856047755207&~z)^(~x|(6162564856047755207^z))) + 12297829387454283324*~(x^6162564856047755207) + 6148914686255268292*(x&(~6162564856047755207|z)),  3735936685*~x
3735936685*((x|~y)&(y^2157907098194205164)) + 3735936685*(2157907098194205164^(~x&(~y|2157907098194205164))) + 18446744069973614931*~(~x&(y|2157907098194205164)) + 18446744069973614931*(y^(~x|(~y&2157907098194205164))) + 3735936685*(y^~(x|(y&2157907098194205164))) + 18446744069973614931*(2157907098194205164&(x|y)) + 3735936685*((x^y)|~(x^2157907098194205164)),  3735936685*~x
3735936685*~(x|8528095425611106431) + 3735936685*~(x|~8528095425611106431),  3735936685*~x
3735936685*(8609107959158126339&~z) + 18446744066237678246*(z^(x|8609107959158126339)) + 7471873370*((x&~8609107959158126339)|(8609107959158126339^z)) + 3735936685*(~z|~(x^8609107959158126339)) + 18446744066237678246*~(~x&(~8609107959158126339|z)) + 3735936685*(8609107959158126339^(x&~z)),  3735936685*~x
3735936685*(~(x&5273820865987486279)&~(5273820865987486279^z)) + 4929360934493795646*(~(x^5273820865987486279)&~(x^z)) + 13517383139215755970*(~(x&~5273820865987486279)&(x^(5273820865987486279^z))) + 13517383135479819285*((x&5273820865987486279)^(x^(5273820865987486279&z))) + 4929360938229732331*(z|(x^5273820865987486279)) + 3735936685*(5273820865987486279|z) + 4929360930757858961*(x|(5273820865987486279|z)) + 4929360934493795646,  3735936685*~x
6399772927201539478*~(x|(y|7721771224770423499)) + 3388190582099694131*~(x|(y&7721771224770423499)) + 6776381160463451577*(y^~(x&~7721771224770423499)) + 10164571742563145708*~(x|(~y&7721771224770423499)) + 3388190578363757446*(x|~7721771224770423499) + 6776381160463451577*(y^~(x&(y&7721771224770423499))) + 6776381160463451577*((x&7721771224770423499)^(x^(y&7721771224770423499))) + 1505791174418891016*(x|(y|7721771224770423499)),  3735936685*~x
4463200496836790351*~(x&(7006763051089975674&z)) + 5057142590671053933*(z^~(x&7006763051089975674)) + 9520343083771907599*(7006763051089975674^~(x|(~7006763051089975674&z))) + 8926400989937644017*(z^(~x&(~7006763051089975674|z))) + 8926400989937644017*~(x^z) + 8926400986201707332*x + 8332458896103380435*(7006763051089975674^(~x&(7006763051089975674^z))) + 5651084684505317515*(z|(x&7006763051089975674)),  3735936685*~x
18446744066237678246*(~6467404091426456279&(x^y)) + 7471873370*(6467404091426456279^(~x|(~y|6467404091426456279))) + 18446744069973614931*~(x&(~y|6467404091426456279)) + 3735936685*(~(x|~y)|(y^6467404091426456279)) + 18446744069973614931*~(x^(y|6467404091426456279)) + 3735936685*~(x&~y),  3735936685*~x
3735936685*((x&~y)|~(x^(y^329312672583684816))) + 18446744069973614931*y + 7471873370*((y&329312672583684816)|(~x&(y|329312672583684816))) + 18446744069973614931*(329312672583684816|(x&~y)),  3735936685*~x
2241562011*(x&~20396333110628202) + 2988749348*((x&20396333110628202)^(20396333110628202|~z)) + 4483124022*(~(x^20396333110628202)&~(x^z)) + 18446744068479240257*~(~x|(20396333110628202^z)) + 18446744072962364279*(20396333110628202^~(x|(~20396333110628202&z))) + 747187337*(z^(~x&(20396333110628202|z))) + 3735936685*(20396333110628202^(~x&(20396333110628202^z))) + 18446744070720802268*((x&20396333110628202)|~(x^(20396333110628202^z))),  3735936685*~x
18097977698293208023*~(6361632191976377110|z) + 348766382888216963*~z + 348766382888216963*(6361632191976377110^~(x&(6361632191976377110^z))) + 18097977683349461283*(6361632191976377110^z) + 18097977687085397968*(z^(x|~6361632191976377110)) + 348766379152280278*(6361632191976377110^~(~x&(~6361632191976377110|z))) + 348766394096027018*(~(x|~6361632191976377110)|(6361632191976377110^z)) + 18097977690821334653*((x^6361632191976377110)|(x^z)),  3735936685*~x
11207810055*(~x&(~y&4431315243636500528)) + 3735936685*(y^~(x&(y^4431315243636500528))) + 3735936685*(4431315243636500528^(~x|(~y&4431315243636500528))) + 18446744066237678246*(~y|~(x^4431315243636500528)) + 18446744069973614931*(~(x^y)|(x^4431315243636500528)) + 7471873370*((x^y)|~(x^4431315243636500528)),  3735936685*~x
6148914686255268292*(~x&(4179333273946233875^z)) + 12297829379982409954*(4179333273946233875^~(x&(4179333273946233875^z))) + 12297829368774599899*(x&(~4179333273946233875&z)) + 6148914701199015032*(4179333273946233875^z) + 3735936685*(4179333273946233875^~(~x&(~4179333273946233875|z))) + 6148914689991204977*~(~x&(~4179333273946233875&z)) + 7471873370*(z|~(x|4179333273946233875)) + 12297829376246473269*(z|(x&4179333273946233875)),  3735936685*~x
